Rk,Player,Nation,Pos,Squad,Age,Born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,league,season
111,Chema,es ESP,MF,Getafe,29,1992,0.5,0,1,0,0.0,2.0,0.0,0.0,,0,0,la_liga,2021-2022
112,Denis Cheryshev,ru RUS,MF,Valencia,30,1990,6.3,0,10,5,50.0,1.6,0.8,0.0,0.0,0,0,la_liga,2021-2022
113,Samuel Chukwueze,ng NGA,MF,Villarreal,22,1999,14.8,3,32,7,21.9,2.16,0.47,0.09,0.43,0,0,la_liga,2021-2022
114,Víctor Chust,es ESP,DF,Cádiz,21,2000,20.3,0,9,2,22.2,0.44,0.1,0.0,0.0,0,0,la_liga,2021-2022
115,Jasper Cillessen,nl NED,GK,Valencia,32,1989,16.2,0,0,0,,0.0,0.0,,,0,0,la_liga,2021-2022
116,Pathé Ciss,sn SEN,MF,Rayo Vallecano,27,1994,12.2,2,19,5,26.3,1.56,0.41,0.11,0.4,0,0,la_liga,2021-2022
117,Carlos Clerc,es ESP,"DF,MF",Levante,29,1992,16.8,0,2,0,0.0,0.12,0.0,0.0,,0,0,la_liga,2021-2022
118,Coke,es ESP,DF,Levante,34,1987,1.3,1,1,1,100.0,0.76,0.76,1.0,1.0,0,0,la_liga,2021-2022
119,Álex Collado,es ESP,"MF,FW",Granada,22,1999,11.3,2,17,8,47.1,1.5,0.71,0.12,0.25,0,0,la_liga,2021-2022
120,Eray Cömert,ch SUI,DF,Valencia,23,1998,4.5,0,3,1,33.3,0.66,0.22,0.0,0.0,0,0,la_liga,2021-2022
121,Santi Comesaña,es ESP,MF,Rayo Vallecano,24,1996,29.8,1,32,5,15.6,1.07,0.17,0.03,0.2,0,0,la_liga,2021-2022
122,Diego Conde,es ESP,GK,Getafe,22,1998,0.1,0,0,0,,0.0,0.0,,,0,0,la_liga,2021-2022
123,Francis Coquelin,fr FRA,MF,Villarreal,30,1991,9.2,2,5,2,40.0,0.54,0.22,0.4,1.0,0,0,la_liga,2021-2022
124,Jesús Corona,mx MEX,"FW,MF",Sevilla,28,1993,12.9,2,12,3,25.0,0.93,0.23,0.17,0.67,0,0,la_liga,2021-2022
125,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,26,1995,20.6,12,50,23,46.0,2.42,1.12,0.24,0.52,0,0,la_liga,2021-2022
126,Thierry Correia,pt POR,"DF,MF",Valencia,22,1999,15.7,0,3,1,33.3,0.19,0.06,0.0,0.0,0,0,la_liga,2021-2022
127,Hélder Costa,ao ANG,MF,Valencia,27,1994,12.4,0,9,2,22.2,0.72,0.16,0.0,0.0,0,0,la_liga,2021-2022
128,Jaume Costa,es ESP,DF,Mallorca,33,1988,20.3,0,11,2,18.2,0.54,0.1,0.0,0.0,0,0,la_liga,2021-2022
129,Thibaut Courtois,be BEL,GK,Real Madrid,29,1992,36.0,0,0,0,,0.0,0.0,,,0,0,la_liga,2021-2022
130,Philippe Coutinho,br BRA,"FW,MF",Barcelona,29,1992,5.6,2,24,7,29.2,4.29,1.25,0.04,0.14,1,1,la_liga,2021-2022
131,Cristo,es ESP,DF,Real Sociedad,21,2000,0.2,0,1,0,0.0,5.29,0.0,0.0,,0,0,la_liga,2021-2022
132,Juan Cruz Armada,es ESP,DF,Osasuna,29,1992,21.5,0,3,0,0.0,0.14,0.0,0.0,,0,0,la_liga,2021-2022
133,Marc Cucurella,es ESP,"DF,MF",Getafe,23,1998,0.3,0,1,0,0.0,3.91,0.0,0.0,,0,0,la_liga,2021-2022
134,Jorge Cuenca,es ESP,DF,Getafe,21,1999,29.8,1,16,7,43.8,0.54,0.23,0.06,0.14,0,0,la_liga,2021-2022
135,Matheus Cunha,br BRA,FW,Atlético Madrid,22,1999,11.8,6,37,15,40.5,3.13,1.27,0.16,0.4,0,0,la_liga,2021-2022
136,Arnaut Danjuma,nl NED,FW,Villarreal,24,1997,16.4,10,62,29,46.8,3.79,1.77,0.11,0.24,3,3,la_liga,2021-2022
137,Sergi Darder,es ESP,MF,Espanyol,27,1993,34.7,3,44,17,38.6,1.27,0.49,0.07,0.18,0,0,la_liga,2021-2022
138,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,27,1994,23.9,3,24,9,37.5,1.0,0.38,0.13,0.33,0,0,la_liga,2021-2022
139,Thomas Delaney,dk DEN,MF,Sevilla,29,1991,17.2,2,17,4,23.5,0.99,0.23,0.12,0.5,0,0,la_liga,2021-2022
140,Ousmane Dembélé,fr FRA,"FW,MF",Barcelona,24,1997,15.7,1,47,8,17.0,3.0,0.51,0.02,0.13,0,0,la_liga,2021-2022
141,Yusuf Demir,at AUT,FW,Barcelona,18,2003,2.1,0,1,0,0.0,0.47,0.0,0.0,,0,0,la_liga,2021-2022
142,Sergiño Dest,us USA,"DF,FW",Barcelona,20,2000,16.8,0,12,3,25.0,0.71,0.18,0.0,0.0,0,0,la_liga,2021-2022
143,Boulaye Dia,sn SEN,FW,Villarreal,24,1996,14.1,5,37,11,29.7,2.62,0.78,0.14,0.45,0,0,la_liga,2021-2022
144,Mouctar Diakhaby,gn GUI,DF,Valencia,24,1996,21.6,0,8,2,25.0,0.37,0.09,0.0,0.0,0,0,la_liga,2021-2022
145,Javier Díaz,es ESP,GK,Sevilla,24,1997,1.0,0,0,0,,0.0,0.0,,,0,0,la_liga,2021-2022
146,Víctor Díaz,es ESP,DF,Granada,33,1988,16.7,1,12,2,16.7,0.72,0.12,0.08,0.5,0,0,la_liga,2021-2022
147,Landry Dimata,be BEL,FW,Espanyol,23,1997,6.0,0,8,0,0.0,1.33,0.0,0.0,,0,0,la_liga,2021-2022
148,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,27,1993,30.8,0,0,0,,0.0,0.0,,,0,0,la_liga,2021-2022
149,Matías Dituro,ar ARG,GK,Celta Vigo,34,1987,38.0,0,1,0,0.0,0.03,0.0,0.0,,0,0,la_liga,2021-2022
150,Djené,tg TOG,DF,Getafe,29,1991,34.6,0,4,1,25.0,0.12,0.03,0.0,0.0,0,0,la_liga,2021-2022
151,Naïs Djouahra,fr FRA,MF,Real Sociedad,21,1999,2.4,0,5,2,40.0,2.05,0.82,0.0,0.0,0,0,la_liga,2021-2022
152,Marko Dmitrović,rs SRB,GK,Sevilla,29,1992,6.0,0,0,0,,0.0,0.0,,,0,0,la_liga,2021-2022
153,Jaume Doménech,es ESP,GK,Valencia,30,1990,3.8,0,0,0,,0.0,0.0,,,0,0,la_liga,2021-2022
154,Carlos Dominguez,es ESP,DF,Celta Vigo,20,2001,3.8,0,1,0,0.0,0.26,0.0,0.0,,0,0,la_liga,2021-2022
155,Mario Dominguez,es ESP,MF,Valencia,17,2004,0.3,0,0,0,,0.0,0.0,,,0,0,la_liga,2021-2022
156,John Donald,es ESP,DF,Elche,20,2000,2.0,0,2,1,50.0,1.0,0.5,0.0,0.0,0,0,la_liga,2021-2022
157,Domingos Duarte,pt POR,DF,Granada,26,1995,18.7,1,6,1,16.7,0.32,0.05,0.17,1.0,0,0,la_liga,2021-2022
158,Óscar Duarte,cr CRC,DF,Levante,32,1989,19.7,2,19,5,26.3,0.96,0.25,0.11,0.4,0,0,la_liga,2021-2022
159,Rubén Duarte,es ESP,DF,Alavés,25,1995,29.1,0,9,3,33.3,0.31,0.1,0.0,0.0,0,0,la_liga,2021-2022
160,Unai Dufur,es ESP,DF,Osasuna,22,1999,1.0,0,1,0,0.0,1.0,0.0,0.0,,0,0,la_liga,2021-2022
161,Hugo Duro,es ESP,FW,Getafe,21,1999,0.1,0,2,1,50.0,15.0,7.5,0.0,0.0,0,0,la_liga,2021-2022
162,Hugo Duro,es ESP,"MF,FW",Valencia,21,1999,20.4,7,31,15,48.4,1.52,0.74,0.23,0.47,0,0,la_liga,2021-2022
163,Aritz Elustondo,es ESP,DF,Real Sociedad,27,1994,23.4,4,14,7,50.0,0.6,0.3,0.29,0.57,0,0,la_liga,2021-2022
164,Adri Embarba,es ESP,"MF,FW",Espanyol,29,1992,22.1,0,49,16,32.7,2.22,0.73,0.0,0.0,0,0,la_liga,2021-2022
165,Emerson,br BRA,DF,Barcelona,22,1999,1.0,0,0,0,,0.0,0.0,,,0,0,la_liga,2021-2022
166,Youssef En-Nesyri,ma MAR,FW,Sevilla,24,1997,14.2,5,37,14,37.8,2.61,0.99,0.11,0.29,1,1,la_liga,2021-2022
167,Gonzalo Escalante,ar ARG,MF,Alavés,28,1993,14.4,5,16,9,56.3,1.11,0.62,0.31,0.56,0,0,la_liga,2021-2022
168,Aarón Escandell,es ESP,GK,Granada,25,1995,3.2,0,0,0,,0.0,0.0,,,0,0,la_liga,2021-2022
169,Sergio Escudero,es ESP,DF,Granada,31,1989,15.9,2,21,4,19.0,1.32,0.25,0.1,0.5,0,0,la_liga,2021-2022
170,Alfonso Espino,uy URU,DF,Cádiz,29,1992,37.0,2,27,7,25.9,0.73,0.19,0.07,0.29,0,0,la_liga,2021-2022
171,Estanis,es ESP,FW,Barcelona,17,2003,0.1,0,0,0,,0.0,0.0,,,0,0,la_liga,2021-2022
172,Pervis Estupiñán,ec ECU,DF,Villarreal,23,1998,17.5,0,14,4,28.6,0.8,0.23,0.0,0.0,0,0,la_liga,2021-2022
173,Abde Ezzalzouli,ma MAR,FW,Barcelona,19,2001,6.4,1,16,4,25.0,2.48,0.62,0.06,0.25,0,0,la_liga,2021-2022
174,Radamel Falcao,co COL,FW,Rayo Vallecano,35,1986,9.3,6,34,15,44.1,3.65,1.61,0.18,0.4,0,0,la_liga,2021-2022
175,Fali,es ESP,"DF,MF",Cádiz,27,1993,20.0,0,14,0,0.0,0.7,0.0,0.0,,0,0,la_liga,2021-2022
176,Omar Faraj,ps PLE,FW,Levante,19,2002,0.0,0,0,0,,0.0,0.0,,,0,0,la_liga,2021-2022
177,Ansu Fati,es ESP,FW,Barcelona,18,2002,3.7,4,18,8,44.4,4.82,2.14,0.22,0.5,0,0,la_liga,2021-2022
178,Aleix Febas,es ESP,MF,Mallorca,25,1996,1.3,0,0,0,,0.0,0.0,,,0,0,la_liga,2021-2022
179,Nabil Fekir,fr FRA,MF,Real Betis,28,1993,31.0,6,84,32,38.1,2.71,1.03,0.07,0.19,0,0,la_liga,2021-2022
180,Felipe,br BRA,DF,Atlético Madrid,32,1989,16.7,2,11,4,36.4,0.66,0.24,0.18,0.5,0,0,la_liga,2021-2022
181,João Félix,pt POR,FW,Atlético Madrid,21,1999,14.0,8,39,15,38.5,2.78,1.07,0.21,0.53,0,0,la_liga,2021-2022
182,Aitor Fernández,es ESP,GK,Levante,30,1991,13.0,0,0,0,,0.0,0.0,,,0,0,la_liga,2021-2022
183,Álex Fernández,es ESP,MF,Cádiz,28,1992,22.8,3,21,8,38.1,0.92,0.35,0.1,0.25,1,2,la_liga,2021-2022
184,Fernando,br BRA,"MF,DF",Sevilla,34,1987,20.6,1,6,1,16.7,0.29,0.05,0.17,1.0,0,0,la_liga,2021-2022
185,Fidel,es ESP,MF,Elche,31,1989,25.1,5,18,8,44.4,0.72,0.32,0.22,0.5,1,1,la_liga,2021-2022
186,José Fontán,es ESP,DF,Celta Vigo,21,2000,3.1,0,1,0,0.0,0.33,0.0,0.0,,0,0,la_liga,2021-2022
187,Dimitri Foulquier,fr FRA,DF,Granada,28,1993,2.0,0,0,0,,0.0,0.0,,,0,0,la_liga,2021-2022
188,Dimitri Foulquier,fr FRA,"DF,MF",Valencia,28,1993,26.0,0,16,5,31.3,0.61,0.19,0.0,0.0,0,0,la_liga,2021-2022
189,Juan Foyth,ar ARG,DF,Villarreal,23,1998,21.4,1,6,2,33.3,0.28,0.09,0.17,0.5,0,0,la_liga,2021-2022
190,Enric Franquesa,es ESP,"DF,MF",Levante,24,1997,6.9,0,1,0,0.0,0.14,0.0,0.0,,0,0,la_liga,2021-2022
191,Jorge de Frutos,es ESP,"MF,FW",Levante,24,1997,19.6,4,46,20,43.5,2.35,1.02,0.09,0.2,0,0,la_liga,2021-2022
192,Javi Galán,es ESP,DF,Celta Vigo,26,1994,36.6,0,19,5,26.3,0.52,0.14,0.0,0.0,0,0,la_liga,2021-2022
193,Iñigo Ruiz de Galarreta,es ESP,MF,Mallorca,27,1993,15.3,0,8,3,37.5,0.52,0.2,0.0,0.0,0,0,la_liga,2021-2022
194,Thiago Galhardo,br BRA,FW,Celta Vigo,32,1989,12.8,2,29,15,51.7,2.27,1.18,0.07,0.13,0,0,la_liga,2021-2022
195,Álvaro García,es ESP,MF,Rayo Vallecano,28,1992,33.3,7,68,24,35.3,2.04,0.72,0.1,0.29,0,0,la_liga,2021-2022
196,Dani García,es ESP,MF,Athletic Club,31,1990,24.2,0,12,2,16.7,0.5,0.08,0.0,0.0,0,0,la_liga,2021-2022
197,David García,es ESP,DF,Osasuna,27,1994,34.5,4,31,4,12.9,0.9,0.12,0.13,1.0,0,0,la_liga,2021-2022
198,Eric García,es ESP,DF,Barcelona,20,2001,22.7,0,6,4,66.7,0.26,0.18,0.0,0.0,0,0,la_liga,2021-2022
199,Fran Garcia,es ESP,DF,Rayo Vallecano,21,1999,33.6,1,25,8,32.0,0.74,0.24,0.04,0.13,0,0,la_liga,2021-2022
200,Joan García,es ESP,GK,Espanyol,20,2001,1.2,0,0,0,,0.0,0.0,,,0,0,la_liga,2021-2022
201,Manu García,es ESP,MF,Alavés,23,1998,12.0,0,8,1,12.5,0.67,0.08,0.0,0.0,0,0,la_liga,2021-2022
202,Raúl García,es ESP,FW,Athletic Club,35,1986,20.0,6,44,14,31.8,2.2,0.7,0.14,0.43,0,1,la_liga,2021-2022
203,Rubén García,es ESP,"MF,FW",Osasuna,28,1993,26.4,1,33,12,36.4,1.25,0.45,0.03,0.08,0,2,la_liga,2021-2022
204,Saúl García,es ESP,DF,Alavés,26,1994,0.0,0,0,0,,0.0,0.0,,,0,0,la_liga,2021-2022
205,Unai García,es ESP,DF,Osasuna,29,1992,15.6,0,8,0,0.0,0.51,0.0,0.0,,0,0,la_liga,2021-2022
206,Mario Gaspar,es ESP,DF,Villarreal,30,1990,6.9,0,4,1,25.0,0.58,0.14,0.0,0.0,0,0,la_liga,2021-2022
207,Gavi,es ESP,"MF,FW",Barcelona,16,2004,25.7,2,30,8,26.7,1.17,0.31,0.07,0.25,0,0,la_liga,2021-2022
208,Bryan Gil,es ESP,"MF,FW",Valencia,20,2001,8.4,0,11,2,18.2,1.31,0.24,0.0,0.0,0,0,la_liga,2021-2022
209,Óscar Gil,es ESP,DF,Espanyol,24,1997,18.8,0,6,1,16.7,0.32,0.05,0.0,0.0,0,0,la_liga,2021-2022
210,Mario Gila,es ESP,DF,Real Madrid,20,2000,0.3,0,0,0,,0.0,0.0,,,0,0,la_liga,2021-2022
211,Dani Gómez,es ESP,FW,Levante,23,1998,11.8,4,31,14,45.2,2.62,1.19,0.13,0.29,0,0,la_liga,2021-2022
212,Maxi Gómez,uy URU,FW,Valencia,24,1996,21.7,5,43,14,32.6,1.98,0.64,0.12,0.36,0,0,la_liga,2021-2022
213,Moi Gómez,es ESP,"MF,FW",Villarreal,27,1994,14.3,2,13,5,38.5,0.91,0.35,0.15,0.4,0,0,la_liga,2021-2022
214,Papu Gómez,ar ARG,"FW,MF",Sevilla,33,1988,19.8,5,34,12,35.3,1.72,0.61,0.15,0.42,0,0,la_liga,2021-2022
215,Sergi Gómez,es ESP,DF,Espanyol,29,1992,30.2,1,8,3,37.5,0.26,0.1,0.13,0.33,0,0,la_liga,2021-2022
216,Victor Gomez,es ESP,"DF,MF",Espanyol,21,2000,0.0,0,0,0,,0.0,0.0,,,0,0,la_liga,2021-2022
217,Maxime Gonalons,fr FRA,MF,Granada,32,1989,17.2,0,11,2,18.2,0.64,0.12,0.0,0.0,0,0,la_liga,2021-2022
218,Diego González,es ESP,DF,Elche,26,1995,19.9,0,4,1,25.0,0.2,0.05,0.0,0.0,0,0,la_liga,2021-2022
219,Édgar González,es ESP,DF,Real Betis,24,1997,16.3,1,5,1,20.0,0.31,0.06,0.2,1.0,0,0,la_liga,2021-2022
220,Giovanni González,uy URU,DF,Mallorca,26,1994,4.1,1,3,1,33.3,0.74,0.25,0.33,1.0,0,0,la_liga,2021-2022
221,Nicolás González,es ESP,MF,Barcelona,19,2002,12.4,2,17,4,23.5,1.37,0.32,0.12,0.5,0,0,la_liga,2021-2022
222,Peter González,do DOM,MF,Real Madrid,19,2002,0.3,0,2,1,50.0,6.67,3.33,0.0,0.0,0,0,la_liga,2021-2022
223,Roberto González,es ESP,MF,Real Betis,20,2001,1.5,0,2,0,0.0,1.33,0.0,0.0,,0,0,la_liga,2021-2022
224,Gori,es ESP,MF,Espanyol,19,2002,0.1,0,0,0,,0.0,0.0,,,0,0,la_liga,2021-2022
225,Andoni Gorosabel,es ESP,DF,Real Sociedad,24,1996,25.4,0,11,1,9.1,0.43,0.04,0.0,0.0,0,0,la_liga,2021-2022
226,Jaume Grau,es ESP,MF,Osasuna,24,1997,0.0,0,0,0,,0.0,0.0,,,0,0,la_liga,2021-2022
227,Dominik Greif,sk SVK,GK,Mallorca,24,1997,1.0,0,0,0,,0.0,0.0,,,0,0,la_liga,2021-2022
228,Clément Grenier,fr FRA,MF,Mallorca,30,1991,0.7,1,1,1,100.0,1.5,1.5,1.0,1.0,0,0,la_liga,2021-2022
229,Antoine Griezmann,fr FRA,FW,Barcelona,30,1991,2.9,0,4,0,0.0,1.37,0.0,0.0,,0,0,la_liga,2021-2022
230,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,30,1991,18.8,3,43,14,32.6,2.28,0.74,0.07,0.21,0,0,la_liga,2021-2022
231,Andrés Guardado,mx MEX,MF,Real Betis,34,1986,15.5,0,15,3,20.0,0.97,0.19,0.0,0.0,0,0,la_liga,2021-2022
232,Sergi Guardiola,es ESP,FW,Rayo Vallecano,30,1991,19.0,8,51,18,35.3,2.68,0.95,0.14,0.39,1,1,la_liga,2021-2022
233,Nemanja Gudelj,rs SRB,"DF,MF",Sevilla,29,1991,11.6,0,4,1,25.0,0.34,0.09,0.0,0.0,0,0,la_liga,2021-2022
234,Gonçalo Guedes,pt POR,"FW,MF",Valencia,24,1996,29.0,11,69,28,40.6,2.38,0.97,0.14,0.36,1,2,la_liga,2021-2022
235,Ander Guevara,es ESP,MF,Real Sociedad,24,1997,9.6,0,2,0,0.0,0.21,0.0,0.0,,0,0,la_liga,2021-2022
236,John Guidetti,se SWE,FW,Alavés,29,1992,3.1,0,10,2,20.0,3.23,0.65,0.0,0.0,0,0,la_liga,2021-2022
237,Hugo Guillamón,es ESP,"MF,DF",Valencia,21,2000,26.2,1,7,2,28.6,0.27,0.08,0.14,0.5,0,0,la_liga,2021-2022
238,Gerard Gumbau,es ESP,MF,Elche,26,1994,21.0,0,21,3,14.3,1.0,0.14,0.0,0.0,0,0,la_liga,2021-2022
239,Jon Guridi,es ESP,MF,Real Sociedad,26,1995,2.3,1,2,1,50.0,0.87,0.44,0.5,1.0,0,0,la_liga,2021-2022
240,Raúl Guti,es ESP,MF,Elche,24,1996,18.1,0,18,5,27.8,1.0,0.28,0.0,0.0,0,0,la_liga,2021-2022
241,Marcos Mauro López Gutiérrez,ar ARG,DF,Cádiz,30,1991,1.5,0,0,0,,0.0,0.0,,,0,0,la_liga,2021-2022
242,Miguel Gutiérrez,es ESP,DF,Real Madrid,20,2001,2.9,0,0,0,,0.0,0.0,,,0,0,la_liga,2021-2022
243,Munir El Haddadi,ma MAR,"MF,FW",Sevilla,25,1995,5.3,2,12,7,58.3,2.28,1.33,0.17,0.29,0,0,la_liga,2021-2022
244,Varazdat Haroyan,am ARM,DF,Cádiz,28,1992,16.0,1,3,2,66.7,0.19,0.13,0.33,0.5,0,0,la_liga,2021-2022
245,Eden Hazard,be BEL,"FW,MF",Real Madrid,30,1991,8.0,0,12,7,58.3,1.51,0.88,0.0,0.0,0,0,la_liga,2021-2022
246,Kike Hermoso,es ESP,DF,Real Betis,21,1999,1.0,1,2,1,50.0,2.0,1.0,0.5,1.0,0,0,la_liga,2021-2022
247,Mario Hermoso,es ESP,DF,Atlético Madrid,26,1995,20.7,2,17,4,23.5,0.82,0.19,0.12,0.5,0,0,la_liga,2021-2022
248,Aridane Hernández,es ESP,DF,Osasuna,32,1989,12.9,0,2,0,0.0,0.16,0.0,0.0,,0,0,la_liga,2021-2022
249,Luis Hernández,es ESP,DF,Cádiz,32,1989,15.2,0,6,2,33.3,0.4,0.13,0.0,0.0,0,0,la_liga,2021-2022
250,Mario Hernández,es ESP,"DF,MF",Rayo Vallecano,22,1999,4.4,1,3,1,33.3,0.68,0.23,0.33,1.0,0,0,la_liga,2021-2022
251,Héctor Herrera,mx MEX,MF,Atlético Madrid,31,1990,9.5,0,8,3,37.5,0.84,0.31,0.0,0.0,0,0,la_liga,2021-2022
252,Sergio Herrera,es ESP,GK,Osasuna,28,1993,36.0,0,0,0,,0.0,0.0,,,0,0,la_liga,2021-2022
253,Yangel Herrera,ve VEN,MF,Espanyol,23,1998,18.3,1,15,2,13.3,0.82,0.11,0.07,0.5,0,0,la_liga,2021-2022
254,Matthew Hoppe,us USA,FW,Mallorca,20,2001,1.5,0,2,0,0.0,1.37,0.0,0.0,,0,0,la_liga,2021-2022
255,Robert Ibáñez,es ESP,MF,Osasuna,28,1993,1.0,0,3,0,0.0,2.9,0.0,0.0,,0,0,la_liga,2021-2022
256,Vicente Iborra,es ESP,MF,Villarreal,33,1988,11.5,0,8,2,25.0,0.7,0.17,0.0,0.0,0,0,la_liga,2021-2022
257,Oussama Idrissi,ma MAR,"MF,FW",Sevilla,25,1996,1.4,0,4,2,50.0,2.83,1.42,0.0,0.0,0,0,la_liga,2021-2022
258,Oussama Idrissi,ma MAR,MF,Cádiz,25,1996,10.0,1,21,8,38.1,2.1,0.8,0.05,0.13,0,0,la_liga,2021-2022
259,Iglesias,es ESP,"DF,MF",Getafe,23,1998,8.0,0,5,0,0.0,0.63,0.0,0.0,,0,0,la_liga,2021-2022
260,Borja Iglesias,es ESP,FW,Real Betis,28,1993,17.5,10,38,19,50.0,2.17,1.09,0.18,0.37,3,3,la_liga,2021-2022
261,Asier Illarramendi,es ESP,MF,Real Sociedad,31,1990,4.2,0,0,0,,0.0,0.0,,,0,0,la_liga,2021-2022
262,Nikita Iosifov,ru RUS,FW,Villarreal,20,2001,0.0,0,0,0,,0.0,0.0,,,0,0,la_liga,2021-2022
263,Alexander Isak,se SWE,FW,Real Sociedad,21,1999,23.8,6,73,35,47.9,3.07,1.47,0.05,0.11,2,2,la_liga,2021-2022
264,Isco,es ESP,"MF,FW",Real Madrid,29,1992,3.7,1,9,3,33.3,2.45,0.82,0.11,0.33,0,0,la_liga,2021-2022
265,Nicolas Jackson,sn SEN,FW,Villarreal,20,2001,1.8,0,5,1,20.0,2.73,0.55,0.0,0.0,0,0,la_liga,2021-2022
266,Jakub Jankto,cz CZE,"MF,DF",Getafe,25,1996,6.5,0,6,0,0.0,0.92,0.0,0.0,,0,0,la_liga,2021-2022
267,Adnan Januzaj,be BEL,"MF,FW",Real Sociedad,26,1995,18.1,3,42,15,35.7,2.33,0.83,0.02,0.07,2,2,la_liga,2021-2022
268,Jason,es ESP,MF,Alavés,27,1994,7.5,0,9,2,22.2,1.19,0.27,0.0,0.0,0,0,la_liga,2021-2022
269,Jason,es ESP,MF,Valencia,27,1994,0.8,0,2,0,0.0,2.4,0.0,0.0,,0,0,la_liga,2021-2022
270,Luis Javier Suárez,co COL,FW,Granada,23,1997,31.6,8,86,25,29.1,2.72,0.79,0.09,0.32,0,1,la_liga,2021-2022
271,Álvaro Jiménez,es ESP,MF,Cádiz,26,1995,2.6,0,3,1,33.3,1.15,0.38,0.0,0.0,0,0,la_liga,2021-2022
272,Joaquín,es ESP,MF,Real Betis,40,1981,5.2,0,10,3,30.0,1.91,0.57,0.0,0.0,0,0,la_liga,2021-2022
273,Jofre,es ESP,MF,Espanyol,20,2001,0.2,0,0,0,,0.0,0.0,,,0,0,la_liga,2021-2022
274,Frenkie de Jong,nl NED,MF,Barcelona,24,1997,27.5,3,17,8,47.1,0.62,0.29,0.18,0.38,0,0,la_liga,2021-2022
275,Luuk de Jong,nl NED,"FW,MF",Barcelona,30,1990,7.3,6,24,10,41.7,3.3,1.38,0.25,0.6,0,0,la_liga,2021-2022
276,Joan Jordán,es ESP,MF,Sevilla,27,1994,27.9,0,16,1,6.3,0.57,0.04,0.0,0.0,0,0,la_liga,2021-2022
277,Josan,es ESP,"MF,DF",Elche,31,1989,13.5,2,12,5,41.7,0.89,0.37,0.17,0.4,0,0,la_liga,2021-2022
278,Willian José,br BRA,FW,Real Betis,29,1991,17.8,9,35,12,34.3,1.96,0.67,0.17,0.5,3,3,la_liga,2021-2022
279,Joselu,es ESP,FW,Alavés,31,1990,34.7,14,97,41,42.3,2.8,1.18,0.08,0.2,6,7,la_liga,2021-2022
280,Josema,es ESP,DF,Elche,25,1996,2.0,0,0,0,,0.0,0.0,,,0,0,la_liga,2021-2022
281,Luka Jović,rs SRB,FW,Real Madrid,23,1997,4.1,1,16,4,25.0,3.9,0.98,0.06,0.25,0,0,la_liga,2021-2022
282,Miguel Juan Llambrich,es ESP,DF,Espanyol,25,1996,0.8,0,0,0,,0.0,0.0,,,0,0,la_liga,2021-2022
283,José Juan Macías,mx MEX,FW,Getafe,21,1999,2.2,0,4,0,0.0,1.79,0.0,0.0,,0,0,la_liga,2021-2022
284,Juanmi,es ESP,MF,Real Betis,28,1993,23.7,16,54,30,55.6,2.28,1.27,0.3,0.53,0,0,la_liga,2021-2022
285,Lago Junior,ci CIV,MF,Mallorca,30,1990,2.0,0,6,1,16.7,3.05,0.51,0.0,0.0,0,0,la_liga,2021-2022
286,Vinicius Júnior,br BRA,"FW,MF",Real Madrid,21,2000,29.9,17,80,43,53.8,2.68,1.44,0.21,0.4,0,0,la_liga,2021-2022
287,Ferran Jutglà,es ESP,FW,Barcelona,22,1999,3.3,1,10,4,40.0,2.99,1.2,0.1,0.25,0,0,la_liga,2021-2022
288,Jens Jønsson,dk DEN,MF,Cádiz,28,1993,14.5,0,6,0,0.0,0.41,0.0,0.0,,0,0,la_liga,2021-2022
289,Lee Kang-in,kr KOR,MF,Mallorca,20,2001,15.7,1,36,15,41.7,2.3,0.96,0.03,0.07,0,0,la_liga,2021-2022
290,Kiké,es ESP,FW,Osasuna,31,1989,20.7,5,53,20,37.7,2.56,0.97,0.08,0.2,1,1,la_liga,2021-2022
291,Koba Koindredi,fr FRA,MF,Valencia,19,2001,2.0,0,1,0,0.0,0.5,0.0,0.0,,0,0,la_liga,2021-2022
292,Koke,es ESP,MF,Atlético Madrid,29,1992,27.9,1,12,6,50.0,0.43,0.22,0.08,0.17,0,0,la_liga,2021-2022
293,Luca Koleosho,it ITA,MF,Espanyol,16,2004,0.0,0,0,0,,0.0,0.0,,,0,0,la_liga,2021-2022
294,Geoffrey Kondogbia,cf CTA,"MF,DF",Atlético Madrid,28,1993,20.9,1,15,1,6.7,0.72,0.05,0.07,1.0,0,0,la_liga,2021-2022
295,Jules Koundé,fr FRA,DF,Sevilla,22,1998,30.4,2,13,3,23.1,0.43,0.1,0.15,0.67,0,0,la_liga,2021-2022
296,Toni Kroos,de GER,MF,Real Madrid,31,1990,23.4,1,46,12,26.1,1.97,0.51,0.02,0.08,0,0,la_liga,2021-2022
297,Takefusa Kubo,jp JPN,"MF,FW",Mallorca,20,2001,17.8,1,48,8,16.7,2.69,0.45,0.02,0.13,0,0,la_liga,2021-2022
298,Víctor Laguardia,es ESP,DF,Alavés,31,1989,33.8,3,14,5,35.7,0.41,0.15,0.21,0.6,0,0,la_liga,2021-2022
