Rk,Player,Nation,Pos,Squad,Age,Born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,league,season
183,Jonas Hector,de GER,DF,Köln,31,1990,28.4,3,0,0,28,54,1,71,54,40,,,0,bundesliga,2021-2022
184,Hwang Hee-chan,kr KOR,"FW,MF",RB Leipzig,25,1996,0.5,0,0,0,0,2,0,0,1,0,,,0,bundesliga,2021-2022
185,Dominique Heintz,de GER,DF,Union Berlin,27,1993,5.2,0,0,0,6,2,1,1,6,5,,,0,bundesliga,2021-2022
186,Dominique Heintz,de GER,DF,Freiburg,27,1993,0.3,0,0,0,0,0,0,0,1,0,,,0,bundesliga,2021-2022
187,Benjamin Henrichs,de GER,MF,RB Leipzig,24,1997,12.7,3,0,0,13,14,1,25,19,19,,,0,bundesliga,2021-2022
188,Lucas Hernández,fr FRA,DF,Bayern Munich,25,1996,22.6,7,0,0,22,37,0,9,31,32,,,0,bundesliga,2021-2022
189,Patrick Herrmann,de GER,MF,Gladbach,30,1991,8.4,1,0,0,7,8,4,62,6,8,,,0,bundesliga,2021-2022
190,Piero Hincapié,ec ECU,DF,Leverkusen,19,2002,19.5,5,0,0,23,15,3,20,32,22,,,0,bundesliga,2021-2022
191,Martin Hinteregger,at AUT,DF,Eintracht Frankfurt,28,1992,24.7,6,0,0,28,30,0,0,45,28,,,0,bundesliga,2021-2022
192,Marwin Hitz,ch SUI,GK,Dortmund,33,1987,4.5,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2021-2022
193,Nicolas Höfler,de GER,MF,Freiburg,31,1990,28.9,5,0,0,48,38,0,8,46,41,,,0,bundesliga,2021-2022
194,Jonas Hofmann,de GER,MF,Gladbach,29,1992,23.1,1,0,0,23,20,7,139,13,19,,,0,bundesliga,2021-2022
195,Lucas Höler,de GER,"FW,MF",Freiburg,27,1994,28.7,2,0,0,36,62,14,24,18,28,,,0,bundesliga,2021-2022
196,Gerrit Holtmann,ph PHI,"FW,MF",Bochum,26,1995,20.4,0,0,0,22,13,5,59,7,7,,,0,bundesliga,2021-2022
197,Justin Hoogma,nl NED,"MF,DF",Greuther Fürth,23,1998,3.0,1,0,0,4,0,0,0,4,6,,,0,bundesliga,2021-2022
198,Jannes Horn,de GER,DF,Köln,24,1997,5.3,2,0,0,4,8,0,28,4,4,,,0,bundesliga,2021-2022
199,Timo Horn,de GER,GK,Köln,28,1993,13.0,0,0,0,0,1,0,0,0,0,,,0,bundesliga,2021-2022
200,Lukáš Hrádecký,fi FIN,GK,Leverkusen,31,1989,32.0,1,0,0,0,2,0,0,0,1,,,0,bundesliga,2021-2022
201,Branimir Hrgota,se SWE,"FW,MF",Greuther Fürth,28,1993,30.9,4,0,0,57,64,12,64,12,31,,,0,bundesliga,2021-2022
202,Ajdin Hrustic,au AUS,MF,Eintracht Frankfurt,25,1996,10.7,2,0,0,14,7,0,26,10,12,,,0,bundesliga,2021-2022
203,Timo Hübers,de GER,DF,Köln,25,1996,19.3,7,0,0,26,24,0,0,54,30,,,1,bundesliga,2021-2022
204,Benjamin Hübner,de GER,DF,Hoffenheim,32,1989,4.2,2,0,0,8,2,0,0,9,6,,,0,bundesliga,2021-2022
205,Mats Hummels,de GER,DF,Dortmund,32,1988,19.6,4,0,0,16,12,1,1,33,21,,,0,bundesliga,2021-2022
206,Iago,br BRA,"DF,MF",Augsburg,24,1997,24.2,3,0,0,19,16,4,91,26,27,,,1,bundesliga,2021-2022
207,Stefan Ilsanker,at AUT,"DF,MF",Eintracht Frankfurt,32,1989,3.0,1,0,0,5,1,1,0,6,8,,,0,bundesliga,2021-2022
208,Burak İnce,tr TUR,FW,Arminia,17,2004,1.5,0,0,0,2,4,1,3,0,1,,,0,bundesliga,2021-2022
209,Marcus Ingvartsen,dk DEN,MF,Union Berlin,25,1996,1.4,0,0,0,2,1,0,1,2,0,,,0,bundesliga,2021-2022
210,Marcus Ingvartsen,dk DEN,"MF,FW",Mainz 05,25,1996,7.6,2,0,0,16,14,4,12,6,2,,,0,bundesliga,2021-2022
211,Hiroki Ito,jp JPN,DF,Stuttgart,22,1999,26.1,2,0,0,21,9,0,22,52,31,,,1,bundesliga,2021-2022
212,Cedric Itten,ch SUI,FW,Greuther Fürth,24,1996,7.1,1,0,0,20,6,3,5,2,2,,,0,bundesliga,2021-2022
213,Gian-Luca Itter,de GER,"DF,MF",Greuther Fürth,22,1999,16.2,3,0,0,18,5,0,49,13,30,,,0,bundesliga,2021-2022
214,Lee Jae-sung,kr KOR,"MF,FW",Mainz 05,28,1992,16.0,3,0,0,19,13,2,28,20,12,,,0,bundesliga,2021-2022
215,Paul Jaeckel,de GER,DF,Union Berlin,23,1998,22.7,5,0,0,28,14,0,4,56,28,,,0,bundesliga,2021-2022
216,Kristijan Jakić,hr CRO,MF,Eintracht Frankfurt,24,1997,20.9,6,0,0,31,19,1,8,18,22,,,0,bundesliga,2021-2022
217,Tony Jantschke,de GER,DF,Gladbach,31,1990,2.5,0,0,0,0,3,0,1,4,5,,,0,bundesliga,2021-2022
218,Dennis Jastrzembski,pl POL,MF,Hertha BSC,21,2000,2.5,1,0,0,3,2,0,8,5,1,,,0,bundesliga,2021-2022
219,Fredrik Jensen,fi FIN,MF,Augsburg,23,1997,4.6,0,0,0,2,3,0,18,2,4,,,0,bundesliga,2021-2022
220,Marco John,de GER,MF,Hoffenheim,19,2002,0.5,0,0,0,0,0,0,0,1,0,,,0,bundesliga,2021-2022
221,Stevan Jovetić,me MNE,"FW,MF",Hertha BSC,31,1989,11.3,3,0,0,8,17,7,9,1,2,,,0,bundesliga,2021-2022
222,Gideon Jung,de GER,DF,Greuther Fürth,26,1994,1.6,0,0,0,0,4,0,0,2,1,,,0,bundesliga,2021-2022
223,Anton Kade,de GER,MF,Hertha BSC,17,2004,0.9,0,0,0,2,2,0,2,3,2,,,0,bundesliga,2021-2022
224,Pavel Kadeřábek,cz CZE,"MF,DF",Hoffenheim,29,1992,13.3,5,0,0,16,8,2,47,14,11,,,0,bundesliga,2021-2022
225,Florian Kainz,at AUT,MF,Köln,28,1992,25.8,3,1,1,37,45,1,237,32,28,,,0,bundesliga,2021-2022
226,Sasa Kalajdzic,at AUT,FW,Stuttgart,24,1997,13.6,2,0,0,11,18,2,2,2,6,,,0,bundesliga,2021-2022
227,Daichi Kamada,jp JPN,MF,Eintracht Frankfurt,24,1996,23.8,0,0,0,24,25,6,25,9,20,,,0,bundesliga,2021-2022
228,Kevin Kampl,si SVN,MF,RB Leipzig,30,1990,21.1,4,0,0,36,12,0,9,23,19,,,0,bundesliga,2021-2022
229,Stefanos Kapino,gr GRE,GK,Arminia,27,1994,1.0,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2021-2022
230,Atakan Karazor,tr TUR,MF,Stuttgart,24,1996,21.1,9,1,1,39,39,0,4,35,24,,,0,bundesliga,2021-2022
231,Silas Katompa,cd COD,"MF,FW",Stuttgart,22,1998,3.1,0,0,0,3,7,3,7,4,2,,,0,bundesliga,2021-2022
232,Noah Katterbach,de GER,"DF,MF",Köln,20,2001,0.2,0,0,0,0,1,0,1,0,1,,,0,bundesliga,2021-2022
233,Yannik Keitel,de GER,MF,Freiburg,21,2000,5.6,1,0,0,13,5,0,2,2,4,,,1,bundesliga,2021-2022
234,Marc-Oliver Kempf,de GER,DF,Hertha BSC,26,1995,11.7,1,1,0,15,12,0,2,25,9,,,0,bundesliga,2021-2022
235,Marc-Oliver Kempf,de GER,DF,Stuttgart,26,1995,9.3,2,0,0,13,8,0,2,15,9,,,0,bundesliga,2021-2022
236,Rani Khedira,de GER,MF,Union Berlin,27,1994,30.6,6,0,0,55,35,0,22,50,39,,,0,bundesliga,2021-2022
237,Luca Kilian,de GER,DF,Mainz 05,21,1999,0.0,0,0,0,1,0,0,0,0,0,,,0,bundesliga,2021-2022
238,Luca Kilian,de GER,DF,Köln,21,1999,25.3,3,0,0,7,11,0,4,49,26,,,0,bundesliga,2021-2022
239,Joshua Kimmich,de GER,"MF,DF",Bayern Munich,26,1995,27.5,4,0,0,20,45,1,178,55,21,,,0,bundesliga,2021-2022
240,Philipp Klement,de GER,MF,Stuttgart,28,1992,3.8,0,0,0,2,1,1,11,1,3,,,0,bundesliga,2021-2022
241,Mateo Klimowicz,de GER,"MF,FW",Stuttgart,21,2000,6.7,2,0,0,8,9,1,2,4,6,,,0,bundesliga,2021-2022
242,Fabian Klos,de GER,FW,Arminia,33,1987,15.8,2,1,0,30,18,3,12,0,6,,,0,bundesliga,2021-2022
243,Lukas Klostermann,de GER,"DF,MF",RB Leipzig,25,1996,18.3,1,0,0,9,4,0,3,28,17,,,0,bundesliga,2021-2022
244,Lukas Klünter,de GER,"MF,DF",Hertha BSC,25,1996,2.2,1,0,0,5,2,0,4,1,1,,,0,bundesliga,2021-2022
245,Ansgar Knauff,de GER,MF,Dortmund,19,2002,1.3,0,0,0,4,1,1,0,0,1,,,0,bundesliga,2021-2022
246,Ansgar Knauff,de GER,MF,Eintracht Frankfurt,19,2002,8.4,0,0,0,11,8,1,21,8,13,,,0,bundesliga,2021-2022
247,Robin Knoche,de GER,DF,Union Berlin,29,1992,33.0,6,0,0,26,13,1,0,50,24,,,0,bundesliga,2021-2022
248,Gregor Kobel,ch SUI,GK,Dortmund,23,1997,28.5,0,0,0,1,6,0,0,1,0,,,0,bundesliga,2021-2022
249,Dominik Kohr,de GER,MF,Mainz 05,27,1994,17.9,10,2,2,46,20,0,2,38,20,,,0,bundesliga,2021-2022
250,Manu Koné,fr FRA,MF,Gladbach,20,2001,24.3,10,0,0,39,60,1,1,34,39,,,0,bundesliga,2021-2022
251,Odilon Kossounou,ci CIV,DF,Leverkusen,20,2001,19.9,3,0,0,15,7,0,6,25,17,,,0,bundesliga,2021-2022
252,Filip Kostić,rs SRB,MF,Eintracht Frankfurt,28,1992,28.0,2,0,0,16,22,3,360,16,16,,,0,bundesliga,2021-2022
253,Andrej Kramarić,hr CRO,"FW,MF",Hoffenheim,30,1991,30.1,2,0,0,11,28,8,63,12,4,,,0,bundesliga,2021-2022
254,Christoph Kramer,de GER,MF,Gladbach,30,1991,8.3,1,0,0,11,5,0,4,12,12,,,0,bundesliga,2021-2022
255,Florian Krüger,de GER,"MF,FW",Arminia,22,1999,12.5,0,0,0,9,8,5,20,3,1,,,0,bundesliga,2021-2022
256,Max Kruse,de GER,"MF,FW",Wolfsburg,33,1988,12.5,0,0,0,2,12,5,28,4,3,,,0,bundesliga,2021-2022
257,Max Kruse,de GER,"FW,MF",Union Berlin,33,1988,14.1,1,0,0,5,6,1,50,2,1,,,0,bundesliga,2021-2022
258,Lukas Kübler,de GER,"DF,MF",Freiburg,28,1992,25.9,2,0,0,24,20,3,49,40,34,,,0,bundesliga,2021-2022
259,Fabian Kunze,de GER,MF,Arminia,23,1998,14.0,9,0,0,38,21,0,12,19,21,,,0,bundesliga,2021-2022
260,Maxence Lacroix,fr FRA,DF,Wolfsburg,21,2000,27.7,5,3,1,36,25,1,7,59,33,,,1,bundesliga,2021-2022
261,Konrad Laimer,at AUT,MF,RB Leipzig,24,1997,13.8,2,0,0,37,8,0,14,4,24,,,0,bundesliga,2021-2022
262,Stefan Lainer,at AUT,"MF,DF",Gladbach,28,1992,16.3,2,0,0,8,13,3,27,14,12,,,0,bundesliga,2021-2022
263,Vassilis Lambropoulos,gr GRE,DF,Bochum,31,1990,13.0,1,0,0,6,3,0,1,18,12,,,1,bundesliga,2021-2022
264,Sam Lammers,nl NED,FW,Eintracht Frankfurt,24,1997,5.7,1,0,0,7,1,1,0,2,4,,,0,bundesliga,2021-2022
265,Bryan Lasme,fr FRA,"FW,MF",Arminia,22,1998,9.7,2,0,0,15,12,9,16,2,5,,,0,bundesliga,2021-2022
266,Maxim Leitsch,de GER,DF,Bochum,23,1998,17.1,2,0,0,9,0,1,5,33,10,,,0,bundesliga,2021-2022
267,Tim Lemperle,de GER,FW,Köln,19,2002,1.7,0,0,0,4,3,0,1,2,1,,,0,bundesliga,2021-2022
268,Christopher Lenz,de GER,"MF,DF",Eintracht Frankfurt,26,1994,7.4,6,0,0,15,5,0,41,7,18,,,0,bundesliga,2021-2022
269,Robert Lewandowski,pl POL,FW,Bayern Munich,32,1988,32.7,2,0,0,22,37,20,28,6,2,,,0,bundesliga,2021-2022
270,Jamie Leweling,de GER,"FW,MF",Greuther Fürth,20,2001,21.8,3,0,0,17,49,17,40,11,9,,,0,bundesliga,2021-2022
271,Philipp Lienhart,at AUT,DF,Freiburg,25,1996,31.9,2,0,0,15,28,1,7,48,14,,,0,bundesliga,2021-2022
272,Andreas Linde,se SWE,GK,Greuther Fürth,28,1993,12.0,0,0,0,0,1,0,0,2,0,,,0,bundesliga,2021-2022
273,Jesper Lindstrøm,dk DEN,"MF,FW",Eintracht Frankfurt,21,2000,22.0,0,0,0,23,16,3,53,23,14,,,0,bundesliga,2021-2022
274,Dejan Ljubicic,at AUT,MF,Köln,23,1997,21.9,4,0,0,28,21,3,58,15,20,,,0,bundesliga,2021-2022
275,Jürgen Locadia,cw CUW,FW,Bochum,27,1993,4.9,0,0,0,10,9,4,0,1,2,,,0,bundesliga,2021-2022
276,Anthony Losilla,fr FRA,MF,Bochum,35,1986,32.6,5,0,0,47,21,2,10,72,42,,,0,bundesliga,2021-2022
277,Marcel Lotka,pl POL,GK,Hertha BSC,20,2001,9.8,1,0,0,0,4,1,0,1,0,,,0,bundesliga,2021-2022
278,Eduard Löwen,de GER,MF,Bochum,24,1997,15.7,0,0,0,20,11,1,108,8,24,,,0,bundesliga,2021-2022
279,Anderson Lucoqui,ao ANG,"MF,DF",Mainz 05,24,1997,8.3,2,0,0,17,16,0,12,12,11,,,0,bundesliga,2021-2022
280,Dodi Lukebakio,be BEL,MF,Hertha BSC,23,1997,2.0,0,0,0,4,5,1,1,2,1,,,0,bundesliga,2021-2022
281,Dodi Lukebakio,be BEL,"MF,FW",Wolfsburg,23,1997,9.8,2,0,0,15,13,11,17,13,5,,,0,bundesliga,2021-2022
282,Andrey Lunyov,ru RUS,GK,Leverkusen,29,1991,1.0,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2021-2022
283,Andreas Luthe,de GER,GK,Union Berlin,34,1987,27.0,3,0,0,1,3,0,0,0,0,,,0,bundesliga,2021-2022
284,Matej Maglica,hr CRO,DF,Stuttgart,22,1998,0.1,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2021-2022
285,Arne Maier,de GER,MF,Augsburg,22,1999,20.7,0,0,0,11,14,1,98,14,13,,,0,bundesliga,2021-2022
286,Donyell Malen,nl NED,FW,Dortmund,22,1999,18.7,2,0,0,10,31,9,27,10,9,,,0,bundesliga,2021-2022
287,Lennard Maloney,us USA,"DF,MF",Dortmund,21,1999,0.1,0,0,0,0,0,0,1,0,0,,,0,bundesliga,2021-2022
288,Orel Mangala,be BEL,MF,Stuttgart,23,1998,20.6,4,0,0,25,27,0,9,12,12,,,0,bundesliga,2021-2022
289,Myziane Maolida,km COM,"MF,FW",Hertha BSC,22,1999,8.6,0,0,0,10,6,3,7,1,4,,,0,bundesliga,2021-2022
290,Omar Marmoush,eg EGY,"FW,MF",Wolfsburg,22,1999,0.3,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2021-2022
291,Omar Marmoush,eg EGY,"FW,MF",Stuttgart,22,1999,17.5,3,0,0,31,56,7,43,10,17,,,0,bundesliga,2021-2022
292,Aarón Martín,es ESP,MF,Mainz 05,24,1997,25.5,7,0,0,31,18,0,178,20,33,,,0,bundesliga,2021-2022
293,Josep Martinez,es ESP,GK,RB Leipzig,23,1998,1.0,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2021-2022
294,Erhan Mašović,rs SRB,DF,Bochum,22,1998,17.2,7,0,0,16,7,0,0,30,19,,,1,bundesliga,2021-2022
295,Roberto Massimo,de GER,MF,Stuttgart,20,2000,9.7,0,0,0,8,4,4,18,4,5,,,0,bundesliga,2021-2022
296,Konstantinos Mavropanos,gr GRE,DF,Stuttgart,23,1997,30.1,3,0,0,22,20,2,7,64,40,,,0,bundesliga,2021-2022
297,Eric Maxim Choupo-Moting,cm CMR,MF,Bayern Munich,32,1989,4.2,0,0,0,7,7,2,3,5,9,,,0,bundesliga,2021-2022
298,Kevin Mbabu,ch SUI,"DF,MF",Wolfsburg,26,1995,15.5,4,0,0,24,21,2,66,32,21,,,0,bundesliga,2021-2022
299,Nathan de Medina,be BEL,DF,Arminia,23,1997,8.6,2,0,0,13,9,0,5,10,10,,,0,bundesliga,2021-2022
300,Admir Mehmedi,ch SUI,"FW,MF",Wolfsburg,30,1991,0.0,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2021-2022
301,Jorge Meré,es ESP,DF,Köln,24,1997,5.4,2,0,0,3,1,0,1,11,6,,,0,bundesliga,2021-2022
302,Thomas Meunier,be BEL,"DF,MF",Dortmund,29,1991,15.6,4,0,0,27,7,1,46,12,19,,,0,bundesliga,2021-2022
303,Marco Meyerhöfer,de GER,"DF,MF",Greuther Fürth,25,1995,25.3,0,0,0,16,25,1,42,43,33,,,1,bundesliga,2021-2022
304,Sven Michel,de GER,FW,Union Berlin,31,1990,3.8,2,0,0,12,4,3,8,1,6,,,0,bundesliga,2021-2022
305,Enzo Millot,fr FRA,MF,Stuttgart,19,2002,0.6,0,0,0,2,1,0,3,1,0,,,0,bundesliga,2021-2022
306,Maximilian Mittelstädt,de GER,"DF,MF",Hertha BSC,24,1997,16.6,3,0,0,20,36,1,86,43,35,,,0,bundesliga,2021-2022
307,Anthony Modeste,fr FRA,FW,Köln,33,1988,29.0,4,0,0,36,33,35,13,4,6,,,0,bundesliga,2021-2022
308,Kevin Möhwald,de GER,MF,Union Berlin,28,1993,3.9,2,0,0,6,4,2,7,3,2,,,0,bundesliga,2021-2022
309,Clinton Mola,eng ENG,DF,Stuttgart,20,2001,1.3,0,0,0,0,0,0,1,2,1,,,0,bundesliga,2021-2022
310,Jan Morávek,cz CZE,MF,Augsburg,31,1989,5.2,1,0,0,5,2,0,2,6,6,,,0,bundesliga,2021-2022
311,Ilaix Moriba,gn GUI,MF,RB Leipzig,18,2003,0.4,0,0,0,1,3,0,0,1,0,,,0,bundesliga,2021-2022
312,Youssoufa Moukoko,de GER,FW,Dortmund,16,2004,2.5,1,0,0,5,5,5,0,2,0,,,0,bundesliga,2021-2022
313,Nordi Mukiele,fr FRA,"MF,DF",RB Leipzig,23,1997,20.5,3,0,0,19,25,8,33,29,24,,,0,bundesliga,2021-2022
314,Florian Müller,de GER,GK,Stuttgart,23,1997,30.0,0,0,0,0,2,0,0,0,0,,,0,bundesliga,2021-2022
315,Thomas Müller,de GER,MF,Bayern Munich,31,1989,28.4,0,0,0,11,22,12,90,14,20,,,1,bundesliga,2021-2022
316,Torben Müsel,de GER,"FW,MF",Gladbach,22,1999,0.1,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2021-2022
317,Jamal Musiala,de GER,MF,Bayern Munich,18,2003,16.3,2,0,0,17,20,3,5,19,26,,,0,bundesliga,2021-2022
318,Obite N'Dicka,ci CIV,DF,Eintracht Frankfurt,21,1999,31.7,3,0,0,42,14,4,13,47,37,,,1,bundesliga,2021-2022
319,Nikolas Nartey,dk DEN,MF,Stuttgart,21,2000,4.5,1,0,0,11,5,1,6,6,3,,,0,bundesliga,2021-2022
320,Paul Nebel,de GER,MF,Mainz 05,18,2002,2.5,3,0,0,9,3,1,10,0,5,,,0,bundesliga,2021-2022
321,David Nemeth,at AUT,DF,Mainz 05,20,2001,3.5,0,0,0,1,1,0,0,6,2,,,0,bundesliga,2021-2022
322,Luca Netz,de GER,"MF,DF",Gladbach,18,2003,15.5,1,0,0,7,11,2,36,13,10,,,0,bundesliga,2021-2022
323,Manuel Neuer,de GER,GK,Bayern Munich,35,1986,27.9,0,0,0,0,1,0,0,0,2,,,0,bundesliga,2021-2022
324,Florian Neuhaus,de GER,MF,Gladbach,24,1997,23.6,2,0,0,18,32,0,14,33,28,,,0,bundesliga,2021-2022
325,Jessic Ngankam,de GER,FW,Greuther Fürth,21,2000,3.8,0,0,0,11,5,1,0,0,2,,,0,bundesliga,2021-2022
326,Moussa Niakhate,sn SEN,DF,Mainz 05,25,1996,28.5,1,0,0,30,23,3,16,52,24,,,0,bundesliga,2021-2022
327,Tanguy Nianzou,fr FRA,DF,Bayern Munich,19,2002,6.5,4,0,0,13,8,0,1,7,7,,,0,bundesliga,2021-2022
328,Florian Niederlechner,de GER,FW,Augsburg,30,1990,12.9,1,0,0,14,25,9,5,5,5,,,1,bundesliga,2021-2022
329,Håvard Nielsen,no NOR,"FW,MF",Greuther Fürth,28,1993,15.2,2,0,0,26,24,9,3,8,11,,,0,bundesliga,2021-2022
330,Joakim Nilsson,se SWE,DF,Arminia,27,1994,30.4,5,0,0,32,16,2,3,61,20,,,0,bundesliga,2021-2022
331,Christopher Nkunku,fr FRA,"MF,FW",RB Leipzig,23,1997,30.3,2,0,0,31,62,13,63,14,8,,,0,bundesliga,2021-2022
332,Felix Nmecha,de GER,MF,Wolfsburg,20,2000,3.6,2,0,0,7,9,0,3,7,1,,,0,bundesliga,2021-2022
333,Lukas Nmecha,de GER,"FW,MF",Wolfsburg,22,1998,18.1,5,0,0,31,29,6,20,4,6,,,0,bundesliga,2021-2022
334,Håvard Nordtveit,no NOR,DF,Hoffenheim,31,1990,3.4,1,0,0,3,4,0,1,9,7,,,0,bundesliga,2021-2022
335,Connor Noß,ie IRL,MF,Gladbach,20,2001,0.6,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2021-2022
336,Hugo Novoa,es ESP,MF,RB Leipzig,18,2003,1.5,0,0,0,1,4,1,2,1,4,,,0,bundesliga,2021-2022
337,Soma Novothny,hu HUN,FW,Bochum,27,1994,0.9,0,0,0,2,2,0,0,0,1,,,0,bundesliga,2021-2022
338,Kasim Nuhu,gh GHA,DF,Hoffenheim,26,1995,0.1,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2021-2022
339,Hans Nunoo Sarpei,gh GHA,DF,Greuther Fürth,22,1998,7.1,2,0,0,7,16,0,0,13,11,,,0,bundesliga,2021-2022
340,Bastian Oczipka,de GER,"MF,DF",Union Berlin,32,1989,10.4,1,0,0,10,13,1,61,11,14,,,0,bundesliga,2021-2022
341,Masaya Okugawa,jp JPN,"MF,FW",Arminia,25,1996,28.1,0,0,0,24,22,11,14,18,26,,,0,bundesliga,2021-2022
342,Mathias Olesen,lu LUX,MF,Köln,20,2001,0.2,0,0,0,0,0,0,0,1,0,,,0,bundesliga,2021-2022
343,Dani Olmo,es ESP,"MF,FW",RB Leipzig,23,1998,8.3,2,0,0,4,22,1,9,4,8,,,0,bundesliga,2021-2022
344,Karim Onisiwo,at AUT,FW,Mainz 05,29,1992,26.2,0,0,0,45,32,27,50,7,9,,,0,bundesliga,2021-2022
345,Willi Orban,hu HUN,DF,RB Leipzig,28,1992,29.4,1,0,0,13,29,3,3,47,21,,,0,bundesliga,2021-2022
346,Stefan Ortega,de GER,GK,Arminia,28,1992,33.0,1,0,0,0,3,0,0,0,0,,,0,bundesliga,2021-2022
347,Patrick Osterhage,de GER,MF,Bochum,21,2000,6.7,2,0,0,5,7,0,9,13,6,,,0,bundesliga,2021-2022
348,Tomáš Ostrák,cz CZE,MF,Köln,21,2000,0.3,0,0,0,1,1,0,3,1,0,,,0,bundesliga,2021-2022
349,Paulo Otávio,br BRA,"MF,DF",Wolfsburg,26,1994,4.0,0,0,0,3,4,1,25,4,10,,,0,bundesliga,2021-2022
350,Reece Oxford,eng ENG,DF,Augsburg,22,1998,29.9,9,0,0,28,21,1,0,71,15,,,0,bundesliga,2021-2022
351,Salih Özcan,tr TUR,MF,Köln,23,1998,25.7,5,0,0,38,52,1,18,54,30,,,0,bundesliga,2021-2022
352,Levin Öztunalı,de GER,MF,Union Berlin,25,1996,6.4,0,0,0,15,8,3,12,4,11,,,0,bundesliga,2021-2022
353,Gonçalo Paciência,pt POR,FW,Eintracht Frankfurt,26,1994,5.7,3,0,0,9,12,3,7,1,2,,,0,bundesliga,2021-2022
354,Exequiel Palacios,ar ARG,MF,Leverkusen,22,1998,12.2,2,0,0,11,17,1,10,27,22,,,0,bundesliga,2021-2022
355,Miloš Pantović,rs SRB,"MF,FW",Bochum,25,1996,17.0,2,0,0,25,31,8,61,19,13,,,0,bundesliga,2021-2022
356,Antonios Papadopoulos,de GER,"DF,MF",Dortmund,21,1999,0.2,1,0,0,1,0,0,0,0,0,,,0,bundesliga,2021-2022
357,Merveille Papela,de GER,MF,Mainz 05,20,2001,0.9,0,0,0,1,0,0,0,3,2,,,0,bundesliga,2021-2022
358,Kevin Paredes,us USA,MF,Wolfsburg,18,2003,0.2,0,0,0,1,0,0,1,0,0,,,0,bundesliga,2021-2022
359,Felix Passlack,de GER,DF,Dortmund,23,1998,5.2,0,0,0,5,8,1,13,4,9,,,1,bundesliga,2021-2022
360,Paulinho,br BRA,MF,Leverkusen,21,2000,13.5,1,0,0,10,17,3,20,6,14,,,0,bundesliga,2021-2022
361,Benjamin Pavard,fr FRA,"DF,MF",Bayern Munich,25,1996,23.1,2,1,0,17,10,2,38,37,21,,,0,bundesliga,2021-2022
362,Mads Pedersen,dk DEN,"MF,DF",Augsburg,24,1996,15.5,5,0,0,24,30,3,48,15,22,,,0,bundesliga,2021-2022
363,Peter Pekarík,sk SVK,DF,Hertha BSC,34,1986,24.8,1,0,0,25,19,1,59,29,30,,,0,bundesliga,2021-2022
364,Philipp Pentke,de GER,GK,Hoffenheim,36,1985,1.0,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2021-2022
365,Ricardo Pepi,us USA,"FW,MF",Augsburg,18,2003,5.3,0,0,0,1,4,3,2,2,2,,,0,bundesliga,2021-2022
366,Pavao Pervan,at AUT,GK,Wolfsburg,33,1987,6.0,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2021-2022
367,Nils Petersen,de GER,FW,Freiburg,32,1988,6.4,0,0,0,1,3,0,3,2,3,,,0,bundesliga,2021-2022
368,Jens Petter Hauge,no NOR,"MF,FW",Eintracht Frankfurt,21,1999,11.6,4,0,0,16,9,1,5,3,6,,,0,bundesliga,2021-2022
369,Immanuel Pherai,sr SUR,"FW,MF",Dortmund,20,2001,0.0,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2021-2022
370,Maximilian Philipp,de GER,MF,Wolfsburg,27,1994,10.7,2,0,0,9,17,2,39,4,12,,,0,bundesliga,2021-2022
371,Krzysztof Piątek,pl POL,FW,Hertha BSC,26,1995,3.9,0,0,0,10,6,6,3,0,2,,,0,bundesliga,2021-2022
372,Amos Pieper,de GER,DF,Arminia,23,1998,26.4,2,0,0,12,15,0,3,50,31,,,0,bundesliga,2021-2022
373,Marvin Plattenhardt,de GER,"DF,MF",Hertha BSC,29,1992,18.2,3,0,0,14,21,0,124,17,8,,,0,bundesliga,2021-2022
374,Alassane Pléa,fr FRA,"MF,FW",Gladbach,28,1993,23.0,4,0,0,20,25,13,31,4,13,,,0,bundesliga,2021-2022
375,Joel Pohjanpalo,fi FIN,FW,Leverkusen,26,1994,0.1,0,0,0,1,0,1,0,0,0,,,0,bundesliga,2021-2022
376,Sebastian Polter,de GER,FW,Bochum,30,1991,26.0,2,0,0,75,36,7,7,2,4,,,0,bundesliga,2021-2022
377,Marin Pongračić,hr CRO,DF,Dortmund,23,1997,9.2,3,0,0,12,0,0,0,17,11,,,0,bundesliga,2021-2022
378,Stefan Posch,at AUT,DF,Hoffenheim,24,1997,24.4,5,0,0,36,14,1,11,27,28,,,0,bundesliga,2021-2022
