Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,league,season
23,Andreas Luthe,de GER,GK,Union Berlin,34,1987,27,27,2430,27.0,39,1.44,105,68,64.8,11,7,9,6,22.2,2,2,0,0,0.0,bundesliga,2021-2022
24,Josep Martinez,es ESP,GK,RB Leipzig,23,1998,1,1,90,1.0,3,3.0,4,1,25.0,0,0,1,0,0.0,0,0,0,0,,bundesliga,2021-2022
25,Florian Müller,de GER,GK,Stuttgart,23,1997,30,30,2700,30.0,52,1.73,136,88,64.7,7,10,13,4,13.3,4,4,0,0,0.0,bundesliga,2021-2022
26,Manuel Neuer,de GER,GK,Bayern Munich,35,1986,28,28,2510,27.9,26,0.93,88,63,71.6,22,4,2,10,35.7,1,1,0,0,0.0,bundesliga,2021-2022
27,Stefan Ortega,de GER,GK,Arminia,28,1992,33,33,2970,33.0,53,1.61,172,126,73.3,4,13,16,6,18.2,7,7,0,0,0.0,bundesliga,2021-2022
28,Philipp Pentke,de GER,GK,Hoffenheim,36,1985,1,1,90,1.0,3,3.0,7,4,57.1,1,0,0,0,0.0,0,0,0,0,,bundesliga,2021-2022
29,Pavao Pervan,at AUT,GK,Wolfsburg,33,1987,6,6,540,6.0,14,2.33,38,25,65.8,1,0,5,1,16.7,1,1,0,0,0.0,bundesliga,2021-2022
30,Diant Ramaj,de GER,GK,Eintracht Frankfurt,19,2001,1,1,90,1.0,1,1.0,4,3,75.0,0,1,0,0,0.0,0,0,0,0,,bundesliga,2021-2022
31,Manuel Riemann,de GER,GK,Bochum,32,1988,31,31,2790,31.0,45,1.45,152,112,72.4,10,6,15,7,22.6,6,3,2,1,40.0,bundesliga,2021-2022
32,Frederik Rønnow,dk DEN,GK,Union Berlin,28,1992,7,7,630,7.0,5,0.71,19,14,73.7,5,2,0,2,28.6,0,0,0,0,,bundesliga,2021-2022
33,Marvin Schwäbe,de GER,GK,Köln,26,1995,21,21,1890,21.0,28,1.33,98,71,71.4,10,4,7,3,14.3,1,0,1,0,100.0,bundesliga,2021-2022
34,Alexander Schwolow,de GER,GK,Hertha BSC,29,1992,25,25,2175,24.2,51,2.11,118,72,61.0,7,5,13,4,16.0,5,5,0,0,0.0,bundesliga,2021-2022
35,Tobias Sippel,de GER,GK,Gladbach,33,1988,1,1,90,1.0,1,1.0,3,2,66.7,0,1,0,0,0.0,0,0,0,0,,bundesliga,2021-2022
36,Yann Sommer,ch SUI,GK,Gladbach,32,1988,33,33,2970,33.0,60,1.82,175,120,67.4,12,8,13,5,15.2,5,3,2,0,40.0,bundesliga,2021-2022
37,Kevin Trapp,de GER,GK,Eintracht Frankfurt,31,1990,32,32,2880,32.0,46,1.44,155,113,72.9,10,11,11,5,15.6,4,4,0,0,0.0,bundesliga,2021-2022
38,Philipp Tschauner,de GER,GK,RB Leipzig,35,1985,1,0,3,0.0,0,0.0,0,0,,0,0,0,1,,0,0,0,0,,bundesliga,2021-2022
39,Sven Ulreich,de GER,GK,Bayern Munich,32,1988,6,6,540,6.0,11,1.83,23,13,56.5,2,1,3,1,16.7,1,1,0,0,0.0,bundesliga,2021-2022
40,Benjamin Uphoff,de GER,GK,Freiburg,27,1993,2,2,180,2.0,7,3.5,12,5,41.7,0,1,1,0,0.0,0,0,0,0,,bundesliga,2021-2022
41,Robin Zentner,de GER,GK,Mainz 05,26,1994,32,32,2880,32.0,42,1.31,119,81,68.1,12,6,14,10,31.3,5,4,1,0,20.0,bundesliga,2021-2022
