Rk,Player,Nation,Pos,Squad,Age,Born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,league,season
24,Hugo Álvarez,es ESP,"MF,FW",Celta Vigo,20,2003,8.5,1,0,0,9,9,1,22,5,9,,,0,la_liga,2023-2024
25,Yeray Álvarez,es ESP,DF,Athletic Club,28,1995,12.8,1,1,0,15,14,0,1,10,9,,,0,la_liga,2023-2024
26,Selim Amallah,ma MAR,"MF,FW",Valencia,26,1996,6.7,5,1,1,21,24,1,3,10,12,,,0,la_liga,2023-2024
27,Amath,sn SEN,"FW,MF",Mallorca,27,1996,4.4,2,0,0,10,7,4,7,3,6,,,0,la_liga,2023-2024
28,Miguel Ángel Rubio,es ESP,DF,Granada,25,1998,17.3,5,0,0,20,11,1,1,27,14,,,0,la_liga,2023-2024
29,Fabrizio Angileri,ar ARG,DF,Getafe,29,1994,1.8,2,1,0,1,1,0,8,4,1,,,0,la_liga,2023-2024
30,Mauro Arambarri,uy URU,MF,Getafe,27,1995,3.8,2,0,0,18,3,0,6,1,2,,,0,la_liga,2023-2024
31,Jon Aramburu,ve VEN,"DF,MF",Real Sociedad,21,2002,6.0,3,0,0,11,5,0,7,7,15,,,0,la_liga,2023-2024
32,Julian Araujo,mx MEX,DF,Las Palmas,21,2001,16.2,5,0,0,13,9,2,22,10,21,,,0,la_liga,2023-2024
33,Ronald Araújo,uy URU,DF,Barcelona,24,1999,22.2,6,0,0,25,9,0,7,10,22,,,0,la_liga,2023-2024
34,Adu Ares,es ESP,MF,Athletic Club,21,2001,2.9,2,0,0,5,12,1,11,1,4,,,0,la_liga,2023-2024
35,Jesús Areso,es ESP,"DF,MF",Osasuna,24,1999,29.6,3,0,0,30,20,3,113,20,26,,,0,la_liga,2023-2024
36,Matias Arezo,uy URU,FW,Granada,20,2002,4.1,1,0,0,6,1,8,4,2,3,,,0,la_liga,2023-2024
37,Iñigo Arguibide,es ESP,FW,Osasuna,18,2005,0.2,0,0,0,1,0,0,0,0,0,,,0,la_liga,2023-2024
38,José Arnaiz,es ESP,"FW,MF",Osasuna,28,1995,10.3,3,0,0,8,19,3,45,3,8,,,0,la_liga,2023-2024
39,Sergio Arribas,es ESP,"MF,FW",Almería,21,2001,22.7,1,0,0,14,42,2,59,14,17,,,0,la_liga,2023-2024
40,Kepa Arrizabalaga,es ESP,GK,Real Madrid,28,1994,13.3,1,0,0,0,2,0,0,0,0,,,0,la_liga,2023-2024
41,Iago Aspas,es ESP,FW,Celta Vigo,35,1987,30.1,6,1,0,19,59,12,149,8,6,,,0,la_liga,2023-2024
42,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,29,1994,9.6,3,2,0,8,20,4,80,4,2,,,0,la_liga,2023-2024
43,Ezequiel Ávila,ar ARG,"MF,FW",Real Betis,29,1994,3.3,4,1,1,3,12,0,12,1,1,,,0,la_liga,2023-2024
44,César Azpilicueta,es ESP,"DF,MF",Atlético Madrid,33,1989,15.8,4,0,0,29,12,0,11,16,15,,,0,la_liga,2023-2024
45,Iddrisu Baba,gh GHA,MF,Almería,27,1996,15.9,5,0,0,29,34,0,4,11,24,,,0,la_liga,2023-2024
46,Srđan Babić,rs SRB,DF,Almería,27,1996,1.0,0,0,0,2,0,0,0,0,2,,,0,la_liga,2023-2024
47,Loïc Bade,fr FRA,DF,Sevilla,23,2000,25.3,5,1,0,24,10,1,2,38,42,,,0,la_liga,2023-2024
48,Alex Baena,es ESP,"MF,FW",Villarreal,22,2001,28.7,11,1,0,52,57,8,173,14,20,,,0,la_liga,2023-2024
49,Eric Bailly,ci CIV,DF,Villarreal,29,1994,9.3,4,0,0,6,5,0,0,8,3,,,1,la_liga,2023-2024
50,Cédric Bakambu,cd COD,FW,Real Betis,32,1991,2.2,1,0,0,4,3,3,0,0,0,,,0,la_liga,2023-2024
51,Alejandro Balde,es ESP,"DF,MF",Barcelona,19,2003,15.3,1,0,0,8,18,4,37,5,9,,,0,la_liga,2023-2024
52,Iván Balliu,al ALB,DF,Rayo Vallecano,31,1992,31.9,4,0,0,41,30,8,69,28,31,,,0,la_liga,2023-2024
53,Jonathan Bamba,ci CIV,"MF,FW",Celta Vigo,27,1996,22.0,0,0,0,15,65,7,50,17,8,,,0,la_liga,2023-2024
54,Léo Baptistão,br BRA,"FW,MF",Almería,30,1992,20.4,6,1,0,21,29,13,26,12,16,,,0,la_liga,2023-2024
55,Kike Barja,es ESP,"FW,MF",Osasuna,26,1997,3.4,3,0,0,8,4,1,23,3,2,,,0,la_liga,2023-2024
56,Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,21,2001,15.9,1,0,0,27,22,3,46,7,21,,,0,la_liga,2023-2024
57,Pablo Barrios,es ESP,MF,Atlético Madrid,20,2003,17.3,5,0,0,23,24,0,16,27,25,,,0,la_liga,2023-2024
58,Marc Bartra,es ESP,DF,Real Betis,32,1991,2.5,1,0,0,4,1,0,0,2,3,,,0,la_liga,2023-2024
59,Augusto Batalla,ar ARG,GK,Granada,27,1996,17.0,3,0,0,0,2,0,0,0,0,,,0,la_liga,2023-2024
60,Bebé,cv CPV,"FW,MF",Rayo Vallecano,33,1990,2.4,1,0,0,0,2,3,28,0,2,,,0,la_liga,2023-2024
61,Sheraldo Becker,sr SUR,"FW,MF",Real Sociedad,28,1995,8.6,1,0,0,11,5,6,45,1,3,,,0,la_liga,2023-2024
62,Héctor Bellerín,es ESP,DF,Real Betis,28,1995,19.0,0,1,0,21,10,1,39,21,22,,,1,la_liga,2023-2024
63,Jude Bellingham,eng ENG,"MF,FW",Real Madrid,20,2003,25.7,5,1,0,32,72,4,22,20,35,,,0,la_liga,2023-2024
64,Fran Beltrán,es ESP,MF,Celta Vigo,24,1999,27.0,2,0,0,28,16,2,19,19,34,,,0,la_liga,2023-2024
65,Carlos Benavídez,uy URU,MF,Alavés,25,1998,12.6,5,0,0,37,9,1,6,18,35,,,0,la_liga,2023-2024
66,Yuri Berchiche,es ESP,DF,Athletic Club,33,1990,21.4,5,0,0,29,33,0,43,19,26,,,1,la_liga,2023-2024
67,Álex Berenguer,es ESP,MF,Athletic Club,28,1995,17.7,4,0,0,30,22,12,139,5,15,,,0,la_liga,2023-2024
68,Antonio Blanco,es ESP,MF,Alavés,23,2000,27.0,5,1,0,35,40,0,14,33,37,,,0,la_liga,2023-2024
69,Daley Blind,nl NED,DF,Girona,33,1990,33.0,6,0,0,19,12,0,16,19,21,,,0,la_liga,2023-2024
70,Adri Bosch,es ESP,DF,Granada,22,2001,0.3,0,0,0,0,0,0,0,0,1,,,1,la_liga,2023-2024
71,Yassine Bounou,ma MAR,GK,Sevilla,32,1991,1.0,0,0,0,0,0,0,0,0,0,,,0,la_liga,2023-2024
72,Lucas Boyé,ar ARG,FW,Granada,27,1996,28.2,8,1,0,72,43,8,13,12,25,,,0,la_liga,2023-2024
73,Darko Brašanac,rs SRB,MF,Osasuna,31,1992,0.5,0,0,0,1,0,0,1,0,0,,,0,la_liga,2023-2024
74,Brau,es ESP,DF,Granada,21,2001,0.3,0,0,0,0,0,0,1,0,0,,,0,la_liga,2023-2024
75,Claudio Bravo,cl CHI,GK,Real Betis,40,1983,7.0,0,0,0,0,1,0,0,0,0,,,0,la_liga,2023-2024
76,Ben Brereton,cl CHI,"MF,FW",Villarreal,24,1999,3.0,2,0,0,5,4,2,4,0,2,,,0,la_liga,2023-2024
77,Ante Budimir,hr CRO,FW,Osasuna,32,1991,27.1,4,0,0,40,26,27,9,5,13,,,0,la_liga,2023-2024
78,Manu Bueno,es ESP,MF,Sevilla,19,2004,1.3,1,0,0,1,2,0,0,0,2,,,0,la_liga,2023-2024
79,Pablo Busto,es ESP,DF,Real Betis,17,2005,0.5,0,0,0,0,1,0,1,1,1,,,0,la_liga,2023-2024
80,José Callejón,es ESP,"MF,FW",Granada,36,1987,8.9,2,0,0,12,21,3,35,5,5,,,0,la_liga,2023-2024
81,Eduardo Camavinga,fr FRA,MF,Real Madrid,20,2002,20.2,9,0,0,49,68,1,4,26,48,,,0,la_liga,2023-2024
82,Sergio Camello,es ESP,FW,Rayo Vallecano,22,2001,18.5,3,0,0,18,11,7,2,3,6,,,0,la_liga,2023-2024
83,José Campaña,es ESP,MF,Las Palmas,30,1993,1.9,0,0,0,0,5,0,4,2,2,,,0,la_liga,2023-2024
84,João Cancelo,pt POR,DF,Barcelona,29,1994,27.8,7,0,0,39,26,4,82,33,47,,,0,la_liga,2023-2024
85,Sergi Canós,es ESP,MF,Valencia,26,1997,13.7,1,0,0,17,16,2,36,11,13,,,0,la_liga,2023-2024
86,Étienne Capoue,fr FRA,MF,Villarreal,35,1988,16.2,8,0,0,25,41,2,7,23,21,,,0,la_liga,2023-2024
87,Isaac Carcelen,es ESP,DF,Cádiz,30,1993,29.0,2,0,0,16,44,6,67,23,32,,,0,la_liga,2023-2024
88,Dani Cárdenas,es ESP,GK,Rayo Vallecano,26,1997,1.0,0,0,0,0,0,0,0,0,0,,,0,la_liga,2023-2024
89,Marc Cardona,es ESP,FW,Las Palmas,28,1995,8.2,4,0,0,12,19,18,5,2,8,,,0,la_liga,2023-2024
90,Sergi Cardona,es ESP,DF,Las Palmas,24,1999,31.3,11,0,0,52,59,5,89,45,58,,,0,la_liga,2023-2024
91,Johnny Cardoso,us USA,MF,Real Betis,21,2001,14.8,3,0,0,21,19,0,3,31,30,,,0,la_liga,2023-2024
92,Carmona,es ESP,"MF,DF",Getafe,21,2002,14.6,8,0,0,33,23,3,29,22,21,,,0,la_liga,2023-2024
93,Yannick Carrasco,be BEL,"DF,MF",Atlético Madrid,29,1993,2.5,0,0,0,2,2,1,8,1,4,,,0,la_liga,2023-2024
94,Álvaro Carreras,es ESP,"MF,FW",Granada,20,2003,5.3,1,0,0,6,11,1,15,8,7,,,0,la_liga,2023-2024
95,Dani Carvajal,es ESP,DF,Real Madrid,31,1992,24.1,5,1,1,23,19,2,50,20,38,,,0,la_liga,2023-2024
96,William Carvalho,pt POR,MF,Real Betis,31,1992,7.6,2,0,0,13,5,0,4,8,12,,,0,la_liga,2023-2024
97,Marc Casado,es ESP,MF,Barcelona,19,2003,0.2,0,0,0,0,2,0,0,1,1,,,0,la_liga,2023-2024
98,Catena,es ESP,DF,Osasuna,28,1994,28.2,8,1,0,47,14,1,0,16,20,,,0,la_liga,2023-2024
99,Dani Ceballos,es ESP,MF,Real Madrid,26,1996,6.6,2,0,0,5,19,0,8,0,5,,,0,la_liga,2023-2024
100,Álex Centelles,es ESP,DF,Almería,25,1997,10.9,2,0,0,10,13,1,43,16,7,,,0,la_liga,2023-2024
101,Franco Cervi,ar ARG,"MF,DF",Celta Vigo,29,1994,6.1,2,0,0,6,19,2,18,9,19,,,0,la_liga,2023-2024
102,Pep Chavarría,es ESP,"DF,MF",Rayo Vallecano,25,1998,13.0,6,1,1,8,22,3,71,8,16,,,0,la_liga,2023-2024
103,Andreas Christensen,dk DEN,"DF,MF",Barcelona,27,1996,22.0,4,0,0,26,10,0,0,20,15,,,0,la_liga,2023-2024
104,Chumi,es ESP,DF,Almería,24,1999,27.0,4,0,0,23,8,0,2,15,23,,,0,la_liga,2023-2024
105,Víctor Chust,es ESP,DF,Cádiz,23,2000,20.7,3,2,0,15,4,0,2,12,17,,,0,la_liga,2023-2024
106,Pathé Ciss,sn SEN,MF,Rayo Vallecano,29,1994,18.5,10,0,0,27,29,4,3,28,24,,,0,la_liga,2023-2024
107,Silvi Clúa,es ESP,MF,Girona,18,2005,0.0,0,0,0,1,0,0,0,0,0,,,0,la_liga,2023-2024
108,Saúl Coco,gq EQG,DF,Las Palmas,24,1999,25.5,6,1,0,19,24,0,1,19,20,,,1,la_liga,2023-2024
109,Santi Comesaña,es ESP,MF,Villarreal,26,1996,18.4,8,2,1,33,22,1,5,22,23,,,0,la_liga,2023-2024
110,Copete,es ESP,DF,Mallorca,23,1999,14.8,7,0,0,36,13,0,9,33,26,,,0,la_liga,2023-2024
111,Francis Coquelin,fr FRA,MF,Villarreal,32,1991,10.1,4,0,0,18,8,1,3,15,12,,,0,la_liga,2023-2024
112,Theo Corbeanu,ca CAN,MF,Granada,21,2002,2.0,2,0,0,2,1,0,12,2,2,,,0,la_liga,2023-2024
113,Jesús Corona,mx MEX,"DF,FW",Sevilla,30,1993,0.2,0,0,0,1,0,0,2,1,0,,,0,la_liga,2023-2024
114,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,28,1995,17.0,3,0,0,24,32,17,41,2,14,,,0,la_liga,2023-2024
115,Thierry Correia,pt POR,DF,Valencia,24,1999,23.9,4,1,0,41,41,2,47,31,36,,,0,la_liga,2023-2024
116,Jaume Costa,es ESP,"DF,MF",Mallorca,35,1988,18.7,7,0,0,25,22,2,63,16,21,,,0,la_liga,2023-2024
117,Samu Costa,pt POR,MF,Mallorca,22,2000,25.6,8,0,0,62,49,6,24,37,56,,,0,la_liga,2023-2024
118,Thibaut Courtois,be BEL,GK,Real Madrid,31,1992,3.7,0,0,0,0,1,0,0,0,0,,,0,la_liga,2023-2024
119,Yan Couto,br BRA,"MF,DF",Girona,21,2002,24.9,8,0,0,34,42,8,111,10,33,,,0,la_liga,2023-2024
120,Crespo,pt POR,MF,Rayo Vallecano,26,1996,5.9,4,0,0,19,22,0,3,11,7,,,0,la_liga,2023-2024
121,Cristian,es ESP,GK,Valencia,25,1998,0.6,0,0,0,0,0,0,0,0,0,,,0,la_liga,2023-2024
122,Juan Cruz Armada,es ESP,DF,Osasuna,31,1992,18.5,3,0,0,20,4,1,21,12,15,,,0,la_liga,2023-2024
123,Juan Cruz,es ESP,MF,Real Betis,23,2000,0.8,0,0,0,2,2,0,0,0,0,,,0,la_liga,2023-2024
124,Pau Cubarsí,es ESP,DF,Barcelona,16,2007,17.3,4,0,0,15,2,0,1,11,13,,,0,la_liga,2023-2024
125,Iván Cuéllar,es ESP,GK,Mallorca,39,1984,1.0,0,0,0,0,0,0,0,0,0,,,0,la_liga,2023-2024
126,Jorge Cuenca,es ESP,DF,Villarreal,23,1999,21.8,7,0,0,25,12,0,13,20,27,,,0,la_liga,2023-2024
127,Eric Curbelo,es ESP,DF,Las Palmas,29,1994,1.1,0,0,0,0,0,0,0,2,3,,,0,la_liga,2023-2024
128,Alberto Dadie,es ESP,FW,Real Sociedad,21,2002,0.3,0,0,0,4,0,0,1,0,1,,,0,la_liga,2023-2024
129,Sergi Darder,es ESP,MF,Mallorca,29,1993,24.0,4,0,0,19,35,1,147,16,25,,,0,la_liga,2023-2024
130,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,29,1994,23.1,7,0,0,26,59,1,45,11,21,,,0,la_liga,2023-2024
131,Mouctar Diakhaby,gn GUI,"DF,MF",Valencia,26,1996,11.9,6,0,0,9,2,0,0,11,13,,,0,la_liga,2023-2024
132,Moussa Diakité,ml MLI,MF,Cádiz,19,2003,0.0,0,0,0,0,0,0,0,0,0,,,0,la_liga,2023-2024
133,Assane Diao,sn SEN,MF,Real Betis,17,2005,11.6,4,0,0,12,22,1,9,7,12,,,0,la_liga,2023-2024
134,Brahim Díaz,ma MAR,"MF,FW",Real Madrid,23,1999,17.2,0,0,0,22,42,5,32,5,18,,,0,la_liga,2023-2024
135,Víctor Díaz,es ESP,DF,Granada,35,1988,1.8,1,0,0,0,0,0,0,1,3,,,0,la_liga,2023-2024
136,Famara Diedhiou,sn SEN,FW,Granada,30,1992,1.0,1,0,0,6,3,0,2,0,1,,,0,la_liga,2023-2024
137,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,29,1993,37.0,2,0,0,0,3,0,0,0,1,,,0,la_liga,2023-2024
138,Djené,tg TOG,"DF,MF",Getafe,31,1991,27.6,14,1,1,51,37,1,32,23,20,,,0,la_liga,2023-2024
139,Marko Dmitrović,rs SRB,GK,Sevilla,31,1992,13.0,1,0,0,0,1,0,0,1,1,,,1,la_liga,2023-2024
140,Jaume Doménech,es ESP,GK,Valencia,32,1990,0.9,0,0,0,0,1,0,0,0,0,,,0,la_liga,2023-2024
141,Carlos Dominguez,es ESP,DF,Celta Vigo,22,2001,17.6,2,0,0,15,8,0,3,22,21,,,2,la_liga,2023-2024
142,Mario Dominguez,es ESP,MF,Valencia,19,2004,0.3,0,0,0,0,0,0,1,0,0,,,0,la_liga,2023-2024
143,Carlos Dotor,es ESP,MF,Celta Vigo,22,2001,7.9,2,0,0,13,10,0,8,4,7,,,0,la_liga,2023-2024
144,Anastasios Douvikas,gr GRE,FW,Celta Vigo,23,1999,10.1,2,0,0,17,30,6,3,0,7,,,0,la_liga,2023-2024
145,Artem Dovbyk,ua UKR,FW,Girona,26,1997,28.7,2,0,0,27,13,33,1,0,3,,,0,la_liga,2023-2024
146,Domingos Duarte,pt POR,DF,Getafe,28,1995,10.1,5,2,1,8,8,0,2,9,4,,,0,la_liga,2023-2024
147,Rubén Duarte,es ESP,DF,Alavés,27,1995,20.9,7,0,0,31,31,0,71,20,17,,,0,la_liga,2023-2024
148,Hugo Duro,es ESP,FW,Valencia,23,1999,33.1,4,0,0,41,95,17,7,6,8,,,0,la_liga,2023-2024
149,Aritz Elustondo,es ESP,DF,Real Sociedad,29,1994,9.0,2,0,0,9,10,0,1,5,7,,,0,la_liga,2023-2024
150,Adri Embarba,es ESP,"MF,FW",Almería,31,1992,27.5,5,0,0,37,41,15,172,15,38,,,0,la_liga,2023-2024
151,Youssef En-Nesyri,ma MAR,FW,Sevilla,26,1997,28.6,4,0,0,21,21,22,5,8,7,,,0,la_liga,2023-2024
152,Gonzalo Escalante,ar ARG,MF,Cádiz,30,1993,18.9,2,1,0,31,14,3,6,27,23,,,0,la_liga,2023-2024
153,Aarón Escandell,es ESP,GK,Las Palmas,27,1995,1.7,0,1,0,0,0,0,0,0,0,,,0,la_liga,2023-2024
154,Alfonso Espino,uy URU,DF,Rayo Vallecano,31,1992,27.9,9,0,0,45,41,0,49,40,45,,,1,la_liga,2023-2024
155,Bernardo Espinosa,co COL,DF,Girona,34,1989,0.0,0,0,0,0,1,0,0,0,1,,,0,la_liga,2023-2024
156,Karl Etta Eyong,cm CMR,FW,Cádiz,19,2003,0.2,0,0,0,1,0,1,0,0,1,,,0,la_liga,2023-2024
157,Abde Ezzalzouli,ma MAR,"FW,MF",Barcelona,21,2001,0.8,0,0,0,1,3,0,7,0,1,,,0,la_liga,2023-2024
158,Abde Ezzalzouli,ma MAR,MF,Real Betis,21,2001,9.6,1,0,0,9,16,4,33,5,14,,,0,la_liga,2023-2024
159,Radamel Falcao,co COL,FW,Rayo Vallecano,37,1986,4.5,4,0,0,15,10,6,1,3,6,,,0,la_liga,2023-2024
160,Fali,es ESP,DF,Cádiz,29,1993,28.3,12,0,0,23,19,0,8,27,25,,,0,la_liga,2023-2024
161,Ansu Fati,es ESP,"FW,MF",Barcelona,20,2002,0.6,0,0,0,0,4,1,0,1,0,,,0,la_liga,2023-2024
162,Nabil Fekir,fr FRA,"MF,FW",Real Betis,30,1993,11.7,1,0,0,22,35,8,55,6,9,,,0,la_liga,2023-2024
163,Luiz Felipe,it ITA,DF,Real Betis,26,1997,4.0,1,0,0,2,1,0,0,4,3,,,0,la_liga,2023-2024
164,João Félix,pt POR,FW,Barcelona,23,1999,17.1,3,0,0,21,54,9,18,11,16,,,0,la_liga,2023-2024
165,Kiko Femenía,es ESP,DF,Villarreal,32,1991,17.6,8,1,1,24,3,0,28,31,26,,,0,la_liga,2023-2024
166,Aitor Fernández,es ESP,GK,Osasuna,32,1991,6.1,2,0,0,0,0,0,0,0,0,,,0,la_liga,2023-2024
167,Álex Fernández,es ESP,MF,Cádiz,30,1992,14.3,3,0,0,5,16,0,35,15,9,,,0,la_liga,2023-2024
168,Carlos Fernández,es ESP,FW,Real Sociedad,27,1996,4.5,3,0,0,15,3,2,1,0,9,,,0,la_liga,2023-2024
169,Raúl Fernández,es ESP,GK,Granada,35,1988,3.1,0,0,0,0,0,0,0,0,0,,,0,la_liga,2023-2024
170,Valery Fernández,es ESP,MF,Girona,23,1999,5.6,1,0,0,7,13,3,13,1,9,,,0,la_liga,2023-2024
171,Fernando,es ESP,GK,Almería,33,1990,4.0,0,0,0,0,0,0,0,0,0,,,0,la_liga,2023-2024
172,Fernando,br BRA,MF,Sevilla,36,1987,5.1,0,0,0,6,3,0,4,8,8,,,0,la_liga,2023-2024
173,André Ferreira,pt POR,GK,Granada,27,1996,14.9,1,0,0,2,2,0,0,0,0,,,0,la_liga,2023-2024
174,Rachad Fettal,ma MAR,FW,Almería,18,2005,0.2,0,0,0,1,0,0,0,0,0,,,0,la_liga,2023-2024
175,Pablo Fornals,es ESP,MF,Real Betis,27,1996,12.8,2,0,0,13,14,4,51,21,17,,,0,la_liga,2023-2024
176,Héctor Fort,es ESP,DF,Barcelona,16,2006,3.5,0,0,0,8,1,1,6,2,6,,,0,la_liga,2023-2024
177,Dimitri Foulquier,fr FRA,"DF,MF",Valencia,30,1993,20.5,3,0,0,24,28,2,43,14,21,,,0,la_liga,2023-2024
178,Juan Foyth,ar ARG,DF,Villarreal,25,1998,11.8,1,0,0,18,7,0,18,12,16,,,0,la_liga,2023-2024
179,Jorge de Frutos,es ESP,MF,Rayo Vallecano,26,1997,17.2,1,0,0,15,25,4,54,7,8,,,0,la_liga,2023-2024
180,Daniel Fuzato,br BRA,GK,Getafe,26,1997,0.1,0,0,0,0,0,0,0,0,0,,,0,la_liga,2023-2024
181,Matteo Gabbia,it ITA,DF,Villarreal,23,1999,5.3,2,0,0,9,3,0,0,7,6,,,0,la_liga,2023-2024
182,Javi Galán,es ESP,"DF,MF",Atlético Madrid,28,1994,1.0,1,0,0,1,4,0,6,1,3,,,0,la_liga,2023-2024
183,Javi Galán,es ESP,DF,Real Sociedad,28,1994,11.9,3,0,0,22,19,3,46,12,21,,,0,la_liga,2023-2024
184,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,29,1993,23.2,7,0,0,54,41,0,58,12,32,,,1,la_liga,2023-2024
185,Aleix García,es ESP,MF,Girona,26,1997,35.5,4,1,0,29,36,1,188,36,30,,,0,la_liga,2023-2024
186,Álvaro García,es ESP,MF,Rayo Vallecano,30,1992,27.5,8,1,1,25,23,25,121,36,26,,,0,la_liga,2023-2024
187,Dani García,es ESP,MF,Athletic Club,33,1990,8.3,4,0,0,11,7,0,0,8,11,,,0,la_liga,2023-2024
188,David García,es ESP,DF,Osasuna,29,1994,25.9,5,0,0,33,13,1,2,20,17,,,0,la_liga,2023-2024
189,Eric García,es ESP,"DF,MF",Barcelona,22,2001,0.6,1,0,0,1,0,0,0,0,0,,,0,la_liga,2023-2024
190,Eric García,es ESP,DF,Girona,22,2001,29.3,4,0,0,24,26,3,10,29,40,,,0,la_liga,2023-2024
191,Fran Garcia,es ESP,DF,Real Madrid,23,1999,15.5,2,0,0,10,15,10,60,20,16,,,0,la_liga,2023-2024
192,Gonzalo García,es ESP,MF,Real Madrid,19,2004,0.2,0,0,0,0,1,0,0,0,0,,,0,la_liga,2023-2024
193,Jastin García,es ESP,FW,Girona,19,2004,0.4,0,0,0,0,2,0,1,0,0,,,0,la_liga,2023-2024
194,Raúl García,es ESP,FW,Athletic Club,37,1986,4.7,3,0,0,20,10,5,6,2,6,,,0,la_liga,2023-2024
195,Rubén García,es ESP,"FW,MF",Osasuna,30,1993,17.2,1,0,0,24,27,6,98,12,18,,,0,la_liga,2023-2024
196,Santiago García,es ESP,MF,Getafe,21,2001,0.3,0,0,0,1,1,0,0,0,0,,,0,la_liga,2023-2024
197,Unai García,es ESP,DF,Osasuna,31,1992,6.2,6,1,1,9,1,0,4,7,9,,,0,la_liga,2023-2024
198,Yarek Gasiorowski,es ESP,DF,Valencia,18,2005,8.2,1,0,0,11,2,0,6,14,13,,,1,la_liga,2023-2024
199,Federico Gattoni,ar ARG,DF,Sevilla,24,1999,0.1,0,0,0,2,0,0,0,0,0,,,0,la_liga,2023-2024
200,Gavi,es ESP,"MF,FW",Barcelona,18,2004,10.5,5,0,0,31,23,4,8,8,23,,,0,la_liga,2023-2024
201,Paulo Gazzaniga,ar ARG,GK,Girona,31,1992,38.0,2,0,0,0,8,0,0,0,1,,,0,la_liga,2023-2024
202,David Gil,es ESP,GK,Cádiz,29,1994,4.1,1,0,0,0,2,0,0,0,0,,,0,la_liga,2023-2024
