match_id,round,page_url,match_date,finished,home_team,home_id,away_team,away_id
4193567,11,/matches/nottingham-forest-vs-aston-villa/3gke9k#4193567,2023-11-05T14:00:00Z,True,Nottingham Forest,10203,Aston Villa,10252
4193564,11,/matches/luton-town-vs-liverpool/2e01ok#4193564,2023-11-05T16:30:00Z,True,Luton Town,8346,Liverpool,8650
4193569,11,/matches/chelsea-vs-tottenham-hotspur/2eggkj#4193569,2023-11-06T20:00:00Z,True,Tottenham Hotspur,8586,Chelsea,8455
4193579,12,/matches/tottenham-hotspur-vs-wolverhampton-wanderers/2fydv8#4193579,2023-11-11T12:30:00Z,True,Wolverhampton Wanderers,8602,Tottenham Hotspur,8586
4193571,12,/matches/burnley-vs-arsenal/2omsup#4193571,2023-11-11T15:00:00Z,True,Arsenal,9825,Burnley,8191
4193575,12,/matches/everton-vs-crystal-palace/2tttz7#4193575,2023-11-11T15:00:00Z,True,Crystal Palace,9826,Everton,8668
4193577,12,/matches/luton-town-vs-manchester-united/2v2byr#4193577,2023-11-11T15:00:00Z,True,Manchester United,10260,Luton Town,8346
4193570,12,/matches/afc-bournemouth-vs-newcastle-united/2ysbu8#4193570,2023-11-11T17:30:00Z,True,AFC Bournemouth,8678,Newcastle United,10261
4193572,12,/matches/fulham-vs-aston-villa/3cnglp#4193572,2023-11-12T14:00:00Z,True,Aston Villa,10252,Fulham,9879
4193573,12,/matches/sheffield-united-vs-brighton-hove-albion/2xwqak#4193573,2023-11-12T14:00:00Z,True,Brighton & Hove Albion,10204,Sheffield United,8657
4193576,12,/matches/liverpool-vs-brentford/2uusjv#4193576,2023-11-12T14:00:00Z,True,Liverpool,8650,Brentford,9937
4193578,12,/matches/west-ham-united-vs-nottingham-forest/2xv42z#4193578,2023-11-12T14:00:00Z,True,West Ham United,8654,Nottingham Forest,10203
4193574,12,/matches/chelsea-vs-manchester-city/2d55kw#4193574,2023-11-12T16:30:00Z,True,Chelsea,8455,Manchester City,8456
4193656,13,/matches/manchester-city-vs-liverpool/2f48yd#4193656,2023-11-25T12:30:00Z,True,Manchester City,8456,Liverpool,8650
4193652,13,/matches/burnley-vs-west-ham-united/2cha6h#4193652,2023-11-25T15:00:00Z,True,Burnley,8191,West Ham United,8654
4193655,13,/matches/luton-town-vs-crystal-palace/2qbaw8#4193655,2023-11-25T15:00:00Z,True,Luton Town,8346,Crystal Palace,9826
4193657,13,/matches/chelsea-vs-newcastle-united/2wabz1#4193657,2023-11-25T15:00:00Z,True,Newcastle United,10261,Chelsea,8455
4193658,13,/matches/nottingham-forest-vs-brighton-hove-albion/3fzdi8#4193658,2023-11-25T15:00:00Z,True,Nottingham Forest,10203,Brighton & Hove Albion,10204
4193659,13,/matches/sheffield-united-vs-afc-bournemouth/2hgrvu#4193659,2023-11-25T15:00:00Z,True,Sheffield United,8657,AFC Bournemouth,8678
4193651,13,/matches/arsenal-vs-brentford/389pak#4193651,2023-11-25T17:30:00Z,True,Brentford,9937,Arsenal,9825
4193660,13,/matches/tottenham-hotspur-vs-aston-villa/2xnfpj#4193660,2023-11-26T14:00:00Z,True,Tottenham Hotspur,8586,Aston Villa,10252
4193653,13,/matches/everton-vs-manchester-united/2ynv4k#4193653,2023-11-26T16:30:00Z,True,Everton,8668,Manchester United,10260
4193654,13,/matches/wolverhampton-wanderers-vs-fulham/2tookg#4193654,2023-11-27T20:00:00Z,True,Fulham,9879,Wolverhampton Wanderers,8602
4193662,14,/matches/wolverhampton-wanderers-vs-arsenal/2t3bl7#4193662,2023-12-02T15:00:00Z,True,Arsenal,9825,Wolverhampton Wanderers,8602
4193663,14,/matches/luton-town-vs-brentford/2rio6b#4193663,2023-12-02T15:00:00Z,True,Brentford,9937,Luton Town,8346
4193664,14,/matches/burnley-vs-sheffield-united/2cid6h#4193664,2023-12-02T15:00:00Z,True,Burnley,8191,Sheffield United,8657
4193669,14,/matches/everton-vs-nottingham-forest/2y0rvk#4193669,2023-12-02T17:30:00Z,True,Nottingham Forest,10203,Everton,8668
4193668,14,/matches/manchester-united-vs-newcastle-united/3hddo2#4193668,2023-12-02T20:00:00Z,True,Newcastle United,10261,Manchester United,10260
4193661,14,/matches/afc-bournemouth-vs-aston-villa/2yooch#4193661,2023-12-03T14:00:00Z,True,AFC Bournemouth,8678,Aston Villa,10252
4193665,14,/matches/chelsea-vs-brighton-hove-albion/2vni1p#4193665,2023-12-03T14:00:00Z,True,Chelsea,8455,Brighton & Hove Albion,10204
4193666,14,/matches/liverpool-vs-fulham/2u7pyg#4193666,2023-12-03T14:00:00Z,True,Liverpool,8650,Fulham,9879
4193670,14,/matches/west-ham-united-vs-crystal-palace/2toa9m#4193670,2023-12-03T14:00:00Z,True,West Ham United,8654,Crystal Palace,9826
4193667,14,/matches/manchester-city-vs-tottenham-hotspur/2egtpx#4193667,2023-12-03T16:30:00Z,True,Manchester City,8456,Tottenham Hotspur,8586
4193678,15,/matches/burnley-vs-wolverhampton-wanderers/2byja7#4193678,2023-12-05T19:30:00Z,True,Wolverhampton Wanderers,8602,Burnley,8191
4193675,15,/matches/luton-town-vs-arsenal/2qawvf#4193675,2023-12-05T20:15:00Z,True,Luton Town,8346,Arsenal,9825
4193672,15,/matches/brentford-vs-brighton-hove-albion/3crs0s#4193672,2023-12-06T19:30:00Z,True,Brighton & Hove Albion,10204,Brentford,9937
4193679,15,/matches/afc-bournemouth-vs-crystal-palace/2txspy#4193679,2023-12-06T19:30:00Z,True,Crystal Palace,9826,AFC Bournemouth,8678
4193674,15,/matches/fulham-vs-nottingham-forest/3c2cdu#4193674,2023-12-06T19:30:00Z,True,Fulham,9879,Nottingham Forest,10203
4193676,15,/matches/liverpool-vs-sheffield-united/2h6dmz#4193676,2023-12-06T19:30:00Z,True,Sheffield United,8657,Liverpool,8650
4193671,15,/matches/manchester-city-vs-aston-villa/2w74gq#4193671,2023-12-06T20:15:00Z,True,Aston Villa,10252,Manchester City,8456
4193680,15,/matches/chelsea-vs-manchester-united/2w9xj5#4193680,2023-12-06T20:15:00Z,True,Manchester United,10260,Chelsea,8455
4193673,15,/matches/everton-vs-newcastle-united/2yo9qd#4193673,2023-12-07T19:30:00Z,True,Everton,8668,Newcastle United,10261
4193677,15,/matches/tottenham-hotspur-vs-west-ham-united/2ghkm2#4193677,2023-12-07T20:15:00Z,True,Tottenham Hotspur,8586,West Ham United,8654
4193683,16,/matches/liverpool-vs-crystal-palace/2tmp8g#4193683,2023-12-09T12:30:00Z,True,Crystal Palace,9826,Liverpool,8650
4193682,16,/matches/burnley-vs-brighton-hove-albion/2sqnq1#4193682,2023-12-09T15:00:00Z,True,Brighton & Hove Albion,10204,Burnley,8191
4193687,16,/matches/afc-bournemouth-vs-manchester-united/2yrx85#4193687,2023-12-09T15:00:00Z,True,Manchester United,10260,AFC Bournemouth,8678
4193688,16,/matches/sheffield-united-vs-brentford/2uxkys#4193688,2023-12-09T15:00:00Z,True,Sheffield United,8657,Brentford,9937
4193690,16,/matches/wolverhampton-wanderers-vs-nottingham-forest/2xa4gh#4193690,2023-12-09T15:00:00Z,True,Wolverhampton Wanderers,8602,Nottingham Forest,10203
4193681,16,/matches/arsenal-vs-aston-villa/3c06vg#4193681,2023-12-09T17:30:00Z,True,Aston Villa,10252,Arsenal,9825
4193684,16,/matches/chelsea-vs-everton/2fahgy#4193684,2023-12-10T14:00:00Z,True,Everton,8668,Chelsea,8455
4193685,16,/matches/west-ham-united-vs-fulham/2u9b5i#4193685,2023-12-10T14:00:00Z,True,Fulham,9879,West Ham United,8654
4193686,16,/matches/luton-town-vs-manchester-city/2c1rtn#4193686,2023-12-10T14:00:00Z,True,Luton Town,8346,Manchester City,8456
4193689,16,/matches/tottenham-hotspur-vs-newcastle-united/2xr2ka#4193689,2023-12-10T16:30:00Z,True,Tottenham Hotspur,8586,Newcastle United,10261
4193699,17,/matches/tottenham-hotspur-vs-nottingham-forest/2x3odl#4193699,2023-12-15T20:00:00Z,True,Nottingham Forest,10203,Tottenham Hotspur,8586
4193691,17,/matches/luton-town-vs-afc-bournemouth/2ea97q#4193691,2023-12-16T15:00:00Z,True,AFC Bournemouth,8678,Luton Town,8346
4193695,17,/matches/chelsea-vs-sheffield-united/2f6g65#4193695,2023-12-16T15:00:00Z,True,Chelsea,8455,Sheffield United,8657
4193697,17,/matches/manchester-city-vs-crystal-palace/2ri9zd#4193697,2023-12-16T15:00:00Z,True,Manchester City,8456,Crystal Palace,9826
4193698,17,/matches/fulham-vs-newcastle-united/3crcfp#4193698,2023-12-16T15:00:00Z,True,Newcastle United,10261,Fulham,9879
4193694,17,/matches/burnley-vs-everton/2cmc8m#4193694,2023-12-16T17:30:00Z,True,Burnley,8191,Everton,8668
4193692,17,/matches/arsenal-vs-brighton-hove-albion/3bfk5g#4193692,2023-12-17T14:00:00Z,True,Arsenal,9825,Brighton & Hove Albion,10204
4193693,17,/matches/brentford-vs-aston-villa/3dciw4#4193693,2023-12-17T14:00:00Z,True,Brentford,9937,Aston Villa,10252
4193700,17,/matches/wolverhampton-wanderers-vs-west-ham-united/2gnhk2#4193700,2023-12-17T14:00:00Z,True,West Ham United,8654,Wolverhampton Wanderers,8602
4193696,17,/matches/liverpool-vs-manchester-united/2ygkcb#4193696,2023-12-17T16:30:00Z,True,Liverpool,8650,Manchester United,10260
4421797,17,/matches/luton-town-vs-afc-bournemouth/2ea97q#4421797,2024-03-13T19:30:00Z,True,AFC Bournemouth,8678,Luton Town,8346
4193702,18,/matches/crystal-palace-vs-brighton-hove-albion/3bfzlv#4193702,2023-12-21T20:00:00Z,True,Crystal Palace,9826,Brighton & Hove Albion,10204
4193701,18,/matches/sheffield-united-vs-aston-villa/2yg5r8#4193701,2023-12-22T20:00:00Z,True,Aston Villa,10252,Sheffield United,8657
4193709,18,/matches/west-ham-united-vs-manchester-united/2yi6pt#4193709,2023-12-23T12:30:00Z,True,West Ham United,8654,Manchester United,10260
4193703,18,/matches/burnley-vs-fulham/2p7opg#4193703,2023-12-23T15:00:00Z,True,Fulham,9879,Burnley,8191
4193705,18,/matches/luton-town-vs-newcastle-united/2v2qbm#4193705,2023-12-23T15:00:00Z,True,Luton Town,8346,Newcastle United,10261
4193707,18,/matches/afc-bournemouth-vs-nottingham-forest/2y4tjb#4193707,2023-12-23T15:00:00Z,True,Nottingham Forest,10203,AFC Bournemouth,8678
4193708,18,/matches/tottenham-hotspur-vs-everton/2gmqxt#4193708,2023-12-23T15:00:00Z,True,Tottenham Hotspur,8586,Everton,8668
4193704,18,/matches/liverpool-vs-arsenal/2tmaz7#4193704,2023-12-23T17:30:00Z,True,Liverpool,8650,Arsenal,9825
4193710,18,/matches/chelsea-vs-wolverhampton-wanderers/2emb2j#4193710,2023-12-24T13:00:00Z,True,Wolverhampton Wanderers,8602,Chelsea,8455
4193706,18,/matches/manchester-city-vs-brentford/2spwom#4193706,2024-02-20T19:30:00Z,True,Manchester City,8456,Brentford,9937
4193719,19,/matches/nottingham-forest-vs-newcastle-united/3gocct#4193719,2023-12-26T12:30:00Z,True,Newcastle United,10261,Nottingham Forest,10203
4193711,19,/matches/afc-bournemouth-vs-fulham/2uiul6#4193711,2023-12-26T15:00:00Z,True,AFC Bournemouth,8678,Fulham,9879
4193720,19,/matches/luton-town-vs-sheffield-united/2e2lib#4193720,2023-12-26T15:00:00Z,True,Sheffield United,8657,Luton Town,8346
4193715,19,/matches/burnley-vs-liverpool/2cfu6v#4193715,2023-12-26T17:30:00Z,True,Burnley,8191,Liverpool,8650
4193718,19,/matches/aston-villa-vs-manchester-united/3h9f6s#4193718,2023-12-26T20:00:00Z,True,Manchester United,10260,Aston Villa,10252
4193713,19,/matches/wolverhampton-wanderers-vs-brentford/2ubp0j#4193713,2023-12-27T19:30:00Z,True,Brentford,9937,Wolverhampton Wanderers,8602
4193716,19,/matches/chelsea-vs-crystal-palace/2rhvvj#4193716,2023-12-27T19:30:00Z,True,Chelsea,8455,Crystal Palace,9826
4193717,19,/matches/manchester-city-vs-everton/2fauom#4193717,2023-12-27T20:15:00Z,True,Everton,8668,Manchester City,8456
4193714,19,/matches/tottenham-hotspur-vs-brighton-hove-albion/2x42vj#4193714,2023-12-28T19:30:00Z,True,Brighton & Hove Albion,10204,Tottenham Hotspur,8586
4193712,19,/matches/west-ham-united-vs-arsenal/2tnw09#4193712,2023-12-28T20:15:00Z,True,Arsenal,9825,West Ham United,8654
4193476,2,/matches/sheffield-united-vs-nottingham-forest/2xwbqn#4193476,2023-08-18T18:45:00Z,True,Nottingham Forest,10203,Sheffield United,8657
4193472,2,/matches/fulham-vs-brentford/38wlut#4193472,2023-08-19T14:00:00Z,True,Fulham,9879,Brentford,9937
4193473,2,/matches/liverpool-vs-afc-bournemouth/2he69q#4193473,2023-08-19T14:00:00Z,True,Liverpool,8650,AFC Bournemouth,8678
4193479,2,/matches/wolverhampton-wanderers-vs-brighton-hove-albion/2xaiyv#4193479,2023-08-19T14:00:00Z,True,Wolverhampton Wanderers,8602,Brighton & Hove Albion,10204
4193477,2,/matches/tottenham-hotspur-vs-manchester-united/2xqo0r#4193477,2023-08-19T16:30:00Z,True,Tottenham Hotspur,8586,Manchester United,10260
4193475,2,/matches/manchester-city-vs-newcastle-united/2waqez#4193475,2023-08-19T19:00:00Z,True,Manchester City,8456,Newcastle United,10261
4193470,2,/matches/everton-vs-aston-villa/2ykmb4#4193470,2023-08-20T13:00:00Z,True,Aston Villa,10252,Everton,8668
4193478,2,/matches/chelsea-vs-west-ham-united/2f5ck5#4193478,2023-08-20T15:30:00Z,True,West Ham United,8654,Chelsea,8455
4193471,2,/matches/arsenal-vs-crystal-palace/36ytc8#4193471,2023-08-21T19:00:00Z,True,Crystal Palace,9826,Arsenal,9825
4193474,2,/matches/burnley-vs-luton-town/29f34v#4193474,2023-10-03T18:30:00Z,True,Luton Town,8346,Burnley,8191
4193725,20,/matches/luton-town-vs-chelsea/2c1euw#4193725,2023-12-30T12:30:00Z,True,Luton Town,8346,Chelsea,8455
4193721,20,/matches/burnley-vs-aston-villa/2t9lxd#4193721,2023-12-30T15:00:00Z,True,Aston Villa,10252,Burnley,8191
4193722,20,/matches/crystal-palace-vs-brentford/38a4jj#4193722,2023-12-30T15:00:00Z,True,Crystal Palace,9826,Brentford,9937
4193726,20,/matches/manchester-city-vs-sheffield-united/2f6tdi#4193726,2023-12-30T15:00:00Z,True,Manchester City,8456,Sheffield United,8657
4193730,20,/matches/wolverhampton-wanderers-vs-everton/2gso21#4193730,2023-12-30T15:00:00Z,True,Wolverhampton Wanderers,8602,Everton,8668
4193727,20,/matches/nottingham-forest-vs-manchester-united/3gnwkc#4193727,2023-12-30T17:30:00Z,True,Nottingham Forest,10203,Manchester United,10260
4193723,20,/matches/arsenal-vs-fulham/37l643#4193723,2023-12-31T14:00:00Z,True,Fulham,9879,Arsenal,9825
4193728,20,/matches/tottenham-hotspur-vs-afc-bournemouth/2gqg4e#4193728,2023-12-31T14:00:00Z,True,Tottenham Hotspur,8586,AFC Bournemouth,8678
4193724,20,/matches/liverpool-vs-newcastle-united/2ygyxm#4193724,2024-01-01T20:00:00Z,True,Liverpool,8650,Newcastle United,10261
4193729,20,/matches/west-ham-united-vs-brighton-hove-albion/2xvimt#4193729,2024-01-02T19:30:00Z,True,West Ham United,8654,Brighton & Hove Albion,10204
4193735,21,/matches/burnley-vs-luton-town/29f34v#4193735,2024-01-12T19:45:00Z,True,Burnley,8191,Luton Town,8346
4193736,21,/matches/chelsea-vs-fulham/2s2omg#4193736,2024-01-13T12:30:00Z,True,Chelsea,8455,Fulham,9879
4193739,21,/matches/manchester-city-vs-newcastle-united/2waqez#4193739,2024-01-13T17:30:00Z,True,Newcastle United,10261,Manchester City,8456
4193737,21,/matches/everton-vs-aston-villa/2ykmb4#4193737,2024-01-14T14:00:00Z,True,Everton,8668,Aston Villa,10252
4193738,21,/matches/tottenham-hotspur-vs-manchester-united/2xqo0r#4193738,2024-01-14T16:30:00Z,True,Manchester United,10260,Tottenham Hotspur,8586
4193732,21,/matches/arsenal-vs-crystal-palace/36ytc8#4193732,2024-01-20T12:30:00Z,True,Arsenal,9825,Crystal Palace,9826
4193733,21,/matches/brentford-vs-nottingham-forest/3crchb#4193733,2024-01-20T17:30:00Z,True,Brentford,9937,Nottingham Forest,10203
4193740,21,/matches/west-ham-united-vs-sheffield-united/2h7v29#4193740,2024-01-21T14:00:00Z,True,Sheffield United,8657,West Ham United,8654
4193731,21,/matches/liverpool-vs-afc-bournemouth/2he69q#4193731,2024-01-21T16:30:00Z,True,AFC Bournemouth,8678,Liverpool,8650
4193734,21,/matches/wolverhampton-wanderers-vs-brighton-hove-albion/2xaiyv#4193734,2024-01-22T19:45:00Z,True,Brighton & Hove Albion,10204,Wolverhampton Wanderers,8602
4193744,22,/matches/arsenal-vs-nottingham-forest/3bf4p3#4193744,2024-01-30T19:30:00Z,True,Nottingham Forest,10203,Arsenal,9825
4193742,22,/matches/everton-vs-fulham/2uevfp#4193742,2024-01-30T19:45:00Z,True,Fulham,9879,Everton,8668
4193743,22,/matches/luton-town-vs-brighton-hove-albion/2ug16v#4193743,2024-01-30T19:45:00Z,True,Luton Town,8346,Brighton & Hove Albion,10204
4193748,22,/matches/sheffield-united-vs-crystal-palace/2tph1s#4193748,2024-01-30T20:00:00Z,True,Crystal Palace,9826,Sheffield United,8657
4193741,22,/matches/aston-villa-vs-newcastle-united/3h9v0m#4193741,2024-01-30T20:15:00Z,True,Aston Villa,10252,Newcastle United,10261
4193750,22,/matches/burnley-vs-manchester-city/2ai7j8#4193750,2024-01-31T19:30:00Z,True,Manchester City,8456,Burnley,8191
4193745,22,/matches/tottenham-hotspur-vs-brentford/2u5c8b#4193745,2024-01-31T19:30:00Z,True,Tottenham Hotspur,8586,Brentford,9937
4193749,22,/matches/chelsea-vs-liverpool/2f3vr7#4193749,2024-01-31T20:15:00Z,True,Liverpool,8650,Chelsea,8455
4193746,22,/matches/west-ham-united-vs-afc-bournemouth/2hfnrc#4193746,2024-02-01T19:30:00Z,True,West Ham United,8654,AFC Bournemouth,8678
4193747,22,/matches/wolverhampton-wanderers-vs-manchester-united/2xx4sz#4193747,2024-02-01T20:15:00Z,True,Wolverhampton Wanderers,8602,Manchester United,10260
4193757,23,/matches/tottenham-hotspur-vs-everton/2gmqxt#4193757,2024-02-03T12:30:00Z,True,Everton,8668,Tottenham Hotspur,8586
4193754,23,/matches/crystal-palace-vs-brighton-hove-albion/3bfzlv#4193754,2024-02-03T15:00:00Z,True,Brighton & Hove Albion,10204,Crystal Palace,9826
4193755,23,/matches/burnley-vs-fulham/2p7opg#4193755,2024-02-03T15:00:00Z,True,Burnley,8191,Fulham,9879
4193759,23,/matches/luton-town-vs-newcastle-united/2v2qbm#4193759,2024-02-03T15:00:00Z,True,Newcastle United,10261,Luton Town,8346
4193760,23,/matches/sheffield-united-vs-aston-villa/2yg5r8#4193760,2024-02-03T17:30:00Z,True,Sheffield United,8657,Aston Villa,10252
4193751,23,/matches/afc-bournemouth-vs-nottingham-forest/2y4tjb#4193751,2024-02-04T14:00:00Z,True,AFC Bournemouth,8678,Nottingham Forest,10203
4193756,23,/matches/chelsea-vs-wolverhampton-wanderers/2emb2j#4193756,2024-02-04T14:00:00Z,True,Chelsea,8455,Wolverhampton Wanderers,8602
4193758,23,/matches/west-ham-united-vs-manchester-united/2yi6pt#4193758,2024-02-04T14:00:00Z,True,Manchester United,10260,West Ham United,8654
4193752,23,/matches/liverpool-vs-arsenal/2tmaz7#4193752,2024-02-04T16:30:00Z,True,Arsenal,9825,Liverpool,8650
4193753,23,/matches/manchester-city-vs-brentford/2spwom#4193753,2024-02-05T20:00:00Z,True,Brentford,9937,Manchester City,8456
4193766,24,/matches/manchester-city-vs-everton/2fauom#4193766,2024-02-10T12:30:00Z,True,Manchester City,8456,Everton,8668
4193763,24,/matches/afc-bournemouth-vs-fulham/2uiul6#4193763,2024-02-10T15:00:00Z,True,Fulham,9879,AFC Bournemouth,8678
4193764,24,/matches/burnley-vs-liverpool/2cfu6v#4193764,2024-02-10T15:00:00Z,True,Liverpool,8650,Burnley,8191
4193765,24,/matches/luton-town-vs-sheffield-united/2e2lib#4193765,2024-02-10T15:00:00Z,True,Luton Town,8346,Sheffield United,8657
4193768,24,/matches/tottenham-hotspur-vs-brighton-hove-albion/2x42vj#4193768,2024-02-10T15:00:00Z,True,Tottenham Hotspur,8586,Brighton & Hove Albion,10204
4193770,24,/matches/wolverhampton-wanderers-vs-brentford/2ubp0j#4193770,2024-02-10T15:00:00Z,True,Wolverhampton Wanderers,8602,Brentford,9937
4193767,24,/matches/nottingham-forest-vs-newcastle-united/3gocct#4193767,2024-02-10T17:30:00Z,True,Nottingham Forest,10203,Newcastle United,10261
4193769,24,/matches/west-ham-united-vs-arsenal/2tnw09#4193769,2024-02-11T14:00:00Z,True,West Ham United,8654,Arsenal,9825
4193761,24,/matches/aston-villa-vs-manchester-united/3h9f6s#4193761,2024-02-11T16:30:00Z,True,Aston Villa,10252,Manchester United,10260
4193762,24,/matches/chelsea-vs-crystal-palace/2rhvvj#4193762,2024-02-12T20:00:00Z,True,Crystal Palace,9826,Chelsea,8455
4193771,25,/matches/liverpool-vs-brentford/2uusjv#4193771,2024-02-17T12:30:00Z,True,Brentford,9937,Liverpool,8650
4193772,25,/matches/burnley-vs-arsenal/2omsup#4193772,2024-02-17T15:00:00Z,True,Burnley,8191,Arsenal,9825
4193774,25,/matches/fulham-vs-aston-villa/3cnglp#4193774,2024-02-17T15:00:00Z,True,Fulham,9879,Aston Villa,10252
4193777,25,/matches/afc-bournemouth-vs-newcastle-united/2ysbu8#4193777,2024-02-17T15:00:00Z,True,Newcastle United,10261,AFC Bournemouth,8678
4193778,25,/matches/west-ham-united-vs-nottingham-forest/2xv42z#4193778,2024-02-17T15:00:00Z,True,Nottingham Forest,10203,West Ham United,8654
4193780,25,/matches/tottenham-hotspur-vs-wolverhampton-wanderers/2fydv8#4193780,2024-02-17T15:00:00Z,True,Tottenham Hotspur,8586,Wolverhampton Wanderers,8602
4193776,25,/matches/chelsea-vs-manchester-city/2d55kw#4193776,2024-02-17T17:30:00Z,True,Manchester City,8456,Chelsea,8455
4193779,25,/matches/sheffield-united-vs-brighton-hove-albion/2xwqak#4193779,2024-02-18T14:00:00Z,True,Sheffield United,8657,Brighton & Hove Albion,10204
4193775,25,/matches/luton-town-vs-manchester-united/2v2byr#4193775,2024-02-18T16:30:00Z,True,Luton Town,8346,Manchester United,10260
4193773,25,/matches/everton-vs-crystal-palace/2tttz7#4193773,2024-02-19T20:00:00Z,True,Everton,8668,Crystal Palace,9826
4193787,26,/matches/luton-town-vs-liverpool/2e01ok#4193787,2024-02-21T19:30:00Z,True,Liverpool,8650,Luton Town,8346
4193783,26,/matches/nottingham-forest-vs-aston-villa/3gke9k#4193783,2024-02-24T15:00:00Z,True,Aston Villa,10252,Nottingham Forest,10203
4193784,26,/matches/everton-vs-brighton-hove-albion/2y16fs#4193784,2024-02-24T15:00:00Z,True,Brighton & Hove Albion,10204,Everton,8668
4193786,26,/matches/burnley-vs-crystal-palace/2on6r7#4193786,2024-02-24T15:00:00Z,True,Crystal Palace,9826,Burnley,8191
4193788,26,/matches/fulham-vs-manchester-united/3cqww9#4193788,2024-02-24T15:00:00Z,True,Manchester United,10260,Fulham,9879
4193781,26,/matches/manchester-city-vs-afc-bournemouth/2feiv3#4193781,2024-02-24T17:30:00Z,True,AFC Bournemouth,8678,Manchester City,8456
4193782,26,/matches/arsenal-vs-newcastle-united/3c42by#4193782,2024-02-24T20:00:00Z,True,Arsenal,9825,Newcastle United,10261
