Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts,Starts_Mn/Start,Starts_Compl,Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,league,season
72,Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,19.0,2001.0,11,547.0,50.0,16.0,6.1,6,61.0,0,5,36.0,1,1.09,5.0,8.0,-3.0,-0.49,-0.68,la_liga,2021-2022
73,Pablo Barrios,es ESP,MF,Atlético Madrid,18.0,2003.0,0,,,,,0,,0,0,,3,,,,,,,la_liga,2021-2022
74,Marc Bartra,es ESP,DF,Real Betis,30.0,1991.0,23,1993.0,87.0,58.3,22.1,23,87.0,22,0,,8,1.74,34.0,24.0,10.0,0.45,-0.31,la_liga,2021-2022
75,Álvaro Bastida,es ESP,MF,Cádiz,17.0,2004.0,6,197.0,33.0,5.8,2.2,2,69.0,0,4,15.0,14,0.67,4.0,6.0,-2.0,-0.91,-0.52,la_liga,2021-2022
76,Rodrigo Battaglia,ar ARG,MF,Mallorca,30.0,1991.0,26,1179.0,45.0,34.5,13.1,12,83.0,7,14,13.0,10,1.35,11.0,25.0,-14.0,-1.07,-0.55,la_liga,2021-2022
77,Jon Bautista,es ESP,FW,Real Sociedad,26.0,1995.0,1,45.0,45.0,1.3,0.5,0,,0,1,45.0,1,0.0,2.0,2.0,0.0,0.0,-0.08,la_liga,2021-2022
78,Bebé,cv CPV,MF,Rayo Vallecano,31.0,1990.0,29,867.0,30.0,25.4,9.6,6,63.0,0,23,21.0,9,0.76,10.0,16.0,-6.0,-0.62,-0.45,la_liga,2021-2022
79,Héctor Bellerín,es ESP,DF,Real Betis,26.0,1995.0,23,1979.0,86.0,57.9,22.0,22,89.0,21,1,23.0,5,1.87,40.0,23.0,17.0,0.77,0.46,la_liga,2021-2022
80,Fran Beltrán,es ESP,MF,Celta Vigo,22.0,1999.0,37,2597.0,70.0,75.9,28.9,31,78.0,14,6,30.0,0,1.24,34.0,27.0,7.0,0.24,1.01,la_liga,2021-2022
81,Darío Benedetto,ar ARG,FW,Elche,31.0,1990.0,14,590.0,42.0,17.3,6.6,6,70.0,0,8,21.0,3,0.93,9.0,9.0,0.0,0.0,0.38,la_liga,2021-2022
82,Carlos Benitez,es ESP,MF,Levante,18.0,2002.0,0,,,,,0,,0,0,,1,,,,,,,la_liga,2021-2022
83,Iker Benito,es ESP,MF,Osasuna,18.0,2002.0,4,118.0,30.0,3.5,1.3,1,66.0,0,3,17.0,6,1.0,0.0,4.0,-4.0,-3.05,-2.78,la_liga,2021-2022
84,Pedro Benito,es ESP,FW,Cádiz,21.0,2000.0,1,31.0,31.0,0.9,0.3,0,,0,1,31.0,0,1.0,0.0,0.0,0.0,0.0,0.42,la_liga,2021-2022
85,Karim Benzema,fr FRA,FW,Real Madrid,33.0,1987.0,32,2593.0,81.0,75.8,28.8,31,83.0,18,1,31.0,1,2.44,64.0,23.0,41.0,1.42,0.55,la_liga,2021-2022
86,Yuri Berchiche,es ESP,DF,Athletic Club,31.0,1990.0,14,1015.0,73.0,29.7,11.3,11,87.0,8,3,21.0,3,1.64,16.0,10.0,6.0,0.53,0.49,la_liga,2021-2022
87,Álex Berenguer,es ESP,MF,Athletic Club,26.0,1995.0,34,2168.0,64.0,63.4,24.1,24,79.0,11,10,26.0,2,1.5,28.0,17.0,11.0,0.46,0.74,la_liga,2021-2022
88,Pedro Bigas,es ESP,DF,Elche,30.0,1990.0,19,1551.0,82.0,45.4,17.2,19,82.0,13,0,,5,1.05,18.0,26.0,-8.0,-0.46,-0.27,la_liga,2021-2022
89,Luis Bilbao,es ESP,FW,Athletic Club,18.0,2003.0,0,,,,,0,,0,0,,1,,,,,,,la_liga,2021-2022
90,Alejandro Blanco,es ESP,MF,Valencia,22.0,1998.0,0,,,,,0,,0,0,,7,,,,,,,la_liga,2021-2022
91,Antonio Blanco,es ESP,MF,Real Madrid,21.0,2000.0,1,31.0,31.0,0.9,0.3,0,,0,1,31.0,14,3.0,2.0,0.0,2.0,5.81,4.56,la_liga,2021-2022
92,Rubén Blanco,es ESP,GK,Celta Vigo,26.0,1995.0,0,,,,,0,,0,0,,36,,,,,,,la_liga,2021-2022
93,Alejandro Blesa,es ESP,MF,Levante,19.0,2002.0,0,,,,,0,,0,0,,11,,,,,,,la_liga,2021-2022
94,Sergio Bono Juan,es ESP,DF,Elche,21.0,2000.0,0,,,,,0,,0,0,,1,,,,,,,la_liga,2021-2022
95,Yassine Bounou,ma MAR,GK,Sevilla,30.0,1991.0,31,2790.0,90.0,81.6,31.0,31,90.0,31,0,,2,1.77,40.0,24.0,16.0,0.52,-0.48,la_liga,2021-2022
96,Lucas Boyé,ar ARG,FW,Elche,25.0,1996.0,24,1713.0,71.0,50.1,19.0,22,75.0,9,2,30.0,0,1.0,20.0,25.0,-5.0,-0.26,0.11,la_liga,2021-2022
97,Martin Braithwaite,dk DEN,FW,Barcelona,30.0,1991.0,4,235.0,59.0,6.9,2.6,3,75.0,1,1,11.0,15,2.5,6.0,4.0,2.0,0.77,-0.03,la_liga,2021-2022
98,Darko Brašanac,rs SRB,MF,Osasuna,29.0,1992.0,35,2405.0,69.0,70.3,26.7,27,83.0,13,8,20.0,1,1.23,27.0,34.0,-7.0,-0.26,0.36,la_liga,2021-2022
99,Brau,es ESP,DF,Granada,19.0,2001.0,0,,,,,0,,0,0,,4,,,,,,,la_liga,2021-2022
100,Claudio Bravo,cl CHI,GK,Real Betis,38.0,1983.0,17,1456.0,86.0,42.6,16.2,17,86.0,16,0,,11,1.65,30.0,19.0,11.0,0.68,0.18,la_liga,2021-2022
101,Diego Bri,es ESP,FW,Elche,18.0,2002.0,0,,,,,0,,0,0,,4,,,,,,,la_liga,2021-2022
102,Yan Brice Eteki,cm CMR,MF,Granada,23.0,1997.0,12,343.0,29.0,10.0,3.8,2,56.0,0,10,23.0,14,1.33,6.0,6.0,0.0,0.0,0.5,la_liga,2021-2022
103,Ante Budimir,hr CRO,FW,Osasuna,30.0,1991.0,28,1738.0,62.0,50.8,19.3,20,79.0,9,8,20.0,2,1.07,18.0,24.0,-6.0,-0.31,0.12,la_liga,2021-2022
104,Alessandro Burlamaqui,pe PER,MF,Valencia,19.0,2002.0,0,,,,,0,,0,0,,2,,,,,,,la_liga,2021-2022
105,Sergio Busquets,es ESP,MF,Barcelona,33.0,1988.0,36,3198.0,89.0,93.5,35.5,36,89.0,32,0,,0,1.86,60.0,36.0,24.0,0.68,-1.76,la_liga,2021-2022
106,Adrián Butzke,es ESP,FW,Granada,22.0,1999.0,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,9,3.0,1.0,0.0,1.0,90.0,90.47,la_liga,2021-2022
107,Erick Cabaco,uy URU,DF,Getafe,26.0,1995.0,10,403.0,40.0,11.8,4.5,5,70.0,0,5,11.0,12,0.73,3.0,6.0,-3.0,-0.67,-0.52,la_liga,2021-2022
108,Leandro Cabrera,uy URU,DF,Espanyol,30.0,1991.0,37,3330.0,90.0,97.4,37.0,37,90.0,37,0,,0,1.14,39.0,49.0,-10.0,-0.27,2.73,la_liga,2021-2022
109,Martín Cáceres,uy URU,DF,Levante,34.0,1987.0,10,663.0,66.0,19.4,7.4,9,69.0,2,1,45.0,3,1.1,6.0,13.0,-7.0,-0.95,-0.36,la_liga,2021-2022
110,Cala,es ESP,DF,Cádiz,31.0,1989.0,14,947.0,68.0,27.7,10.5,10,85.0,8,4,25.0,20,0.8,9.0,23.0,-14.0,-1.33,-1.26,la_liga,2021-2022
111,Calderón,es ESP,DF,Real Betis,21.0,2000.0,1,65.0,65.0,1.9,0.7,0,,0,1,65.0,2,1.0,1.0,0.0,1.0,1.38,0.82,la_liga,2021-2022
112,Fernando Calero,es ESP,DF,Espanyol,25.0,1995.0,16,1090.0,68.0,31.9,12.1,13,81.0,8,3,12.0,15,0.88,11.0,16.0,-5.0,-0.41,-0.1,la_liga,2021-2022
113,Ibrahima Camara,es ESP,DF,Atlético Madrid,18.0,2003.0,0,,,,,0,,0,0,,4,,,,,,,la_liga,2021-2022
114,Víctor Camarasa,es ESP,MF,Real Betis,27.0,1994.0,7,108.0,15.0,3.2,1.2,0,,0,7,15.0,2,1.86,1.0,2.0,-1.0,-0.83,-1.46,la_liga,2021-2022
115,Eduardo Camavinga,fr FRA,MF,Real Madrid,18.0,2002.0,26,1236.0,48.0,36.1,13.7,13,71.0,6,13,24.0,8,2.42,33.0,13.0,20.0,1.46,0.26,la_liga,2021-2022
116,Sergio Camello,es ESP,FW,Atlético Madrid,20.0,2001.0,0,,,,,0,,0,0,,3,,,,,,,la_liga,2021-2022
117,José Campaña,es ESP,MF,Levante,28.0,1993.0,20,1422.0,71.0,41.6,15.8,16,79.0,8,4,40.0,0,0.95,22.0,28.0,-6.0,-0.38,0.48,la_liga,2021-2022
118,Gaizka Campos Bahillo,es ESP,GK,Celta Vigo,24.0,1997.0,0,,,,,0,,0,0,,4,,,,,,,la_liga,2021-2022
119,Sergio Canales,es ESP,MF,Real Betis,30.0,1991.0,34,2791.0,82.0,81.6,31.0,33,84.0,19,1,27.0,0,1.74,48.0,31.0,17.0,0.55,-0.17,la_liga,2021-2022
120,Álex Cantero,es ESP,"FW,MF",Levante,21.0,2000.0,25,610.0,24.0,17.8,6.8,4,68.0,0,21,16.0,11,0.68,15.0,16.0,-1.0,-0.15,0.62,la_liga,2021-2022
121,Ander Capa,es ESP,"DF,MF",Athletic Club,29.0,1992.0,1,4.0,4.0,0.1,0.0,0,,0,1,4.0,29,3.0,0.0,0.0,0.0,0.0,-0.18,la_liga,2021-2022
122,Étienne Capoue,fr FRA,MF,Villarreal,33.0,1988.0,30,2290.0,76.0,67.0,25.4,26,83.0,15,4,33.0,3,1.43,36.0,23.0,13.0,0.51,-0.52,la_liga,2021-2022
123,Isaac Carcelen,es ESP,"DF,MF",Cádiz,28.0,1993.0,25,1544.0,62.0,45.1,17.2,17,81.0,9,8,21.0,4,0.96,16.0,22.0,-6.0,-0.35,0.13,la_liga,2021-2022
124,Dani Cárdenas,es ESP,GK,Levante,24.0,1997.0,24,2160.0,90.0,63.2,24.0,24,90.0,24,0,,12,1.0,36.0,46.0,-10.0,-0.42,0.65,la_liga,2021-2022
125,Lazar Carević,me MNE,GK,Barcelona,22.0,1999.0,0,,,,,0,,0,0,,7,,,,,,,la_liga,2021-2022
126,Carlo,es ESP,MF,Villarreal,20.0,2001.0,1,7.0,7.0,0.2,0.1,0,,0,1,7.0,3,3.0,0.0,0.0,0.0,0.0,-0.69,la_liga,2021-2022
127,Diego Carlos,br BRA,DF,Sevilla,28.0,1993.0,34,2957.0,87.0,86.5,32.9,34,87.0,30,0,,0,1.88,48.0,27.0,21.0,0.64,0.25,la_liga,2021-2022
128,Carmona,es ESP,DF,Sevilla,19.0,2002.0,1,24.0,24.0,0.7,0.3,0,,0,1,24.0,14,1.0,0.0,0.0,0.0,0.0,-0.61,la_liga,2021-2022
129,Marc Carmona,es ESP,DF,Mallorca,20.0,2001.0,0,,,,,0,,0,0,,2,,,,,,,la_liga,2021-2022
130,Yannick Carrasco,be BEL,"MF,FW",Atlético Madrid,27.0,1993.0,34,2583.0,76.0,75.5,28.7,28,83.0,14,6,45.0,0,1.91,50.0,34.0,16.0,0.56,-0.09,la_liga,2021-2022
131,Coke Carrillo,es ESP,GK,Celta Vigo,19.0,2002.0,0,,,,,0,,0,0,,18,,,,,,,la_liga,2021-2022
132,Guido Carrillo,ar ARG,FW,Elche,30.0,1991.0,29,1168.0,40.0,34.2,13.0,11,76.0,5,18,18.0,6,1.0,12.0,20.0,-8.0,-0.62,-0.46,la_liga,2021-2022
133,Thomas Carrique,fr FRA,DF,Celta Vigo,22.0,1999.0,0,,,,,0,,0,0,,1,,,,,,,la_liga,2021-2022
134,Dani Carvajal,es ESP,DF,Real Madrid,29.0,1992.0,24,1551.0,65.0,45.4,17.2,17,81.0,9,7,25.0,4,2.46,37.0,13.0,24.0,1.39,0.19,la_liga,2021-2022
135,William Carvalho,pt POR,MF,Real Betis,29.0,1992.0,33,1805.0,55.0,52.8,20.1,20,79.0,8,13,18.0,2,1.82,36.0,25.0,11.0,0.55,-0.06,la_liga,2021-2022
136,Casemiro,br BRA,MF,Real Madrid,29.0,1992.0,32,2569.0,80.0,75.1,28.5,31,82.0,22,1,30.0,2,2.13,52.0,23.0,29.0,1.02,-1.1,la_liga,2021-2022
137,Kiko Casilla,es ESP,GK,Elche,34.0,1986.0,14,1260.0,90.0,36.8,14.0,14,90.0,14,0,,20,0.93,12.0,17.0,-5.0,-0.36,-0.07,la_liga,2021-2022
138,Javier Castro,es ESP,DF,Celta Vigo,20.0,2000.0,0,,,,,0,,0,0,,1,,,,,,,la_liga,2021-2022
139,Catena,es ESP,DF,Rayo Vallecano,26.0,1994.0,36,3240.0,90.0,94.7,36.0,36,90.0,36,0,,0,1.17,39.0,46.0,-7.0,-0.19,1.81,la_liga,2021-2022
140,Dani Ceballos,es ESP,MF,Real Madrid,24.0,1996.0,11,276.0,25.0,8.1,3.1,2,80.0,1,9,13.0,6,2.64,8.0,2.0,6.0,1.96,0.73,la_liga,2021-2022
141,Franco Cervi,ar ARG,MF,Celta Vigo,27.0,1994.0,33,1801.0,55.0,52.7,20.0,21,70.0,3,12,28.0,2,1.24,31.0,22.0,9.0,0.45,0.95,la_liga,2021-2022
142,César,es ESP,MF,Elche,20.0,2001.0,0,,,,,0,,0,0,,2,,,,,,,la_liga,2021-2022
