Rk,Player,Nation,Pos,Squad,Age,Born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,league,season
38,Marco Asensio,es ESP,"FW,MF",Real Madrid,25,1996,19.2,2,0,0,8,20,2,71,13,8,,,0,la_liga,2021-2022
39,Iago Aspas,es ESP,FW,Celta Vigo,33,1987,34.3,9,0,0,22,50,20,109,9,7,,,0,la_liga,2021-2022
40,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,32,1989,12.0,0,0,0,7,7,7,6,2,2,,,0,la_liga,2021-2022
41,Ludwig Augustinsson,se SWE,"DF,MF",Sevilla,27,1994,8.8,3,0,0,13,10,0,47,6,14,,,0,la_liga,2021-2022
42,Serge Aurier,ci CIV,DF,Villarreal,28,1992,11.2,4,0,0,15,6,1,26,11,8,,,0,la_liga,2021-2022
43,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,27,1994,20.8,9,1,1,31,41,13,80,17,6,,,0,la_liga,2021-2022
44,Iddrisu Baba,gh GHA,MF,Mallorca,25,1996,21.5,9,0,0,42,38,0,6,27,29,,,0,la_liga,2021-2022
45,Carlos Bacca,co COL,FW,Granada,34,1986,5.7,3,0,0,3,8,5,4,1,4,,,0,la_liga,2021-2022
46,Édgar Badía,es ESP,GK,Elche,29,1992,24.0,2,0,0,0,1,0,0,0,0,,,0,la_liga,2021-2022
47,Miguel Baeza,es ESP,MF,Celta Vigo,21,2000,0.0,0,0,0,0,0,0,1,0,0,,,0,la_liga,2021-2022
48,Alejandro Balde,es ESP,DF,Barcelona,17,2003,2.1,0,0,0,4,4,0,6,1,1,,,0,la_liga,2021-2022
49,Gareth Bale,wls WAL,FW,Real Madrid,32,1989,3.1,2,0,0,3,0,1,3,2,1,,,0,la_liga,2021-2022
50,Mikel Balenziaga,es ESP,DF,Athletic Club,33,1988,22.5,2,0,0,21,12,1,50,20,25,,,0,la_liga,2021-2022
51,Iván Balliu,al ALB,DF,Rayo Vallecano,29,1992,35.0,10,1,0,42,58,4,113,40,23,,,0,la_liga,2021-2022
52,Barbero,es ESP,FW,Osasuna,22,1998,0.2,0,0,0,2,1,0,0,0,0,,,0,la_liga,2021-2022
53,Barcia,es ESP,DF,Granada,20,2000,0.8,0,0,0,0,0,0,0,1,0,,,0,la_liga,2021-2022
54,Enis Bardhi,mk MKD,"MF,FW",Levante,26,1995,18.9,3,0,0,34,44,4,89,10,11,,,0,la_liga,2021-2022
55,Keidi Bare,al ALB,MF,Espanyol,23,1997,16.5,9,0,0,25,29,0,7,16,18,,,0,la_liga,2021-2022
56,Kike Barja,es ESP,"MF,FW",Osasuna,24,1997,9.6,2,0,0,17,23,0,55,9,10,,,0,la_liga,2021-2022
57,Antonio Barragán,es ESP,DF,Elche,34,1987,11.3,5,0,0,19,17,0,33,18,14,,,0,la_liga,2021-2022
58,Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,19,2001,6.1,0,0,0,10,16,1,9,2,10,,,0,la_liga,2021-2022
59,Marc Bartra,es ESP,DF,Real Betis,30,1991,22.1,5,0,0,21,16,0,0,32,16,,,0,la_liga,2021-2022
60,Álvaro Bastida,es ESP,MF,Cádiz,17,2004,2.2,1,0,0,1,0,0,0,3,4,,,0,la_liga,2021-2022
61,Rodrigo Battaglia,ar ARG,MF,Mallorca,30,1991,13.1,4,0,0,28,18,0,1,10,18,,,0,la_liga,2021-2022
62,Jon Bautista,es ESP,FW,Real Sociedad,26,1995,0.5,0,0,0,1,2,1,0,1,0,,,0,la_liga,2021-2022
63,Bebé,cv CPV,MF,Rayo Vallecano,31,1990,9.6,2,0,0,12,16,6,86,3,7,,,0,la_liga,2021-2022
64,Héctor Bellerín,es ESP,DF,Real Betis,26,1995,22.0,2,1,0,23,14,2,42,23,33,,,1,la_liga,2021-2022
65,Fran Beltrán,es ESP,MF,Celta Vigo,22,1999,28.9,4,0,0,18,25,0,17,33,42,,,0,la_liga,2021-2022
66,Darío Benedetto,ar ARG,FW,Elche,31,1990,6.6,1,0,0,3,6,3,6,1,1,,,0,la_liga,2021-2022
67,Iker Benito,es ESP,MF,Osasuna,18,2002,1.3,1,0,0,1,3,0,4,0,1,,,0,la_liga,2021-2022
68,Pedro Benito,es ESP,FW,Cádiz,21,2000,0.3,0,0,0,3,0,0,1,0,0,,,0,la_liga,2021-2022
69,Karim Benzema,fr FRA,FW,Real Madrid,33,1987,28.8,0,0,0,13,9,31,11,5,8,,,0,la_liga,2021-2022
70,Yuri Berchiche,es ESP,DF,Athletic Club,31,1990,11.3,3,0,0,7,19,0,34,13,11,,,0,la_liga,2021-2022
71,Álex Berenguer,es ESP,MF,Athletic Club,26,1995,24.1,8,0,0,44,46,14,145,14,25,,,0,la_liga,2021-2022
72,Pedro Bigas,es ESP,DF,Elche,30,1990,17.2,6,0,0,16,11,0,2,17,11,,,0,la_liga,2021-2022
73,Antonio Blanco,es ESP,MF,Real Madrid,21,2000,0.3,0,0,0,1,0,0,0,1,0,,,0,la_liga,2021-2022
74,Yassine Bounou,ma MAR,GK,Sevilla,30,1991,31.0,2,0,0,0,3,0,0,0,0,,,0,la_liga,2021-2022
75,Lucas Boyé,ar ARG,FW,Elche,25,1996,19.0,3,0,0,39,41,13,7,2,12,,,0,la_liga,2021-2022
76,Martin Braithwaite,dk DEN,FW,Barcelona,30,1991,2.6,0,0,0,5,2,2,2,1,1,,,0,la_liga,2021-2022
77,Darko Brašanac,rs SRB,MF,Osasuna,29,1992,26.7,8,0,0,53,24,9,28,24,23,,,0,la_liga,2021-2022
78,Claudio Bravo,cl CHI,GK,Real Betis,38,1983,16.2,2,0,0,1,1,0,0,0,0,,,0,la_liga,2021-2022
79,Yan Brice Eteki,cm CMR,MF,Granada,23,1997,3.8,3,0,0,17,5,0,0,4,3,,,0,la_liga,2021-2022
80,Ante Budimir,hr CRO,FW,Osasuna,30,1991,19.3,3,0,0,37,31,16,7,4,11,,,0,la_liga,2021-2022
81,Sergio Busquets,es ESP,MF,Barcelona,33,1988,35.5,12,0,0,52,67,2,3,42,51,,,0,la_liga,2021-2022
82,Adrián Butzke,es ESP,FW,Granada,22,1999,0.0,0,0,0,0,0,0,0,0,0,,,0,la_liga,2021-2022
83,Erick Cabaco,uy URU,DF,Getafe,26,1995,4.5,4,1,1,7,4,0,1,4,1,,,1,la_liga,2021-2022
84,Leandro Cabrera,uy URU,DF,Espanyol,30,1991,37.0,7,0,0,32,22,2,13,47,25,,,1,la_liga,2021-2022
85,Martín Cáceres,uy URU,DF,Levante,34,1987,7.4,2,0,0,7,8,0,4,11,2,,,0,la_liga,2021-2022
86,Cala,es ESP,DF,Cádiz,31,1989,10.5,8,1,1,11,7,1,0,11,5,,,0,la_liga,2021-2022
87,Calderón,es ESP,DF,Real Betis,21,2000,0.7,0,0,0,1,1,0,4,0,0,,,0,la_liga,2021-2022
88,Fernando Calero,es ESP,DF,Espanyol,25,1995,12.1,3,0,0,10,6,0,0,14,9,,,0,la_liga,2021-2022
89,Víctor Camarasa,es ESP,MF,Real Betis,27,1994,1.2,0,0,0,2,3,0,0,2,1,,,0,la_liga,2021-2022
90,Eduardo Camavinga,fr FRA,MF,Real Madrid,18,2002,13.7,8,0,0,34,29,1,3,17,35,,,0,la_liga,2021-2022
91,José Campaña,es ESP,MF,Levante,28,1993,15.8,6,1,0,17,22,1,55,22,16,,,0,la_liga,2021-2022
92,Sergio Canales,es ESP,MF,Real Betis,30,1991,31.0,6,0,0,19,39,11,67,10,13,,,0,la_liga,2021-2022
93,Álex Cantero,es ESP,"FW,MF",Levante,21,2000,6.8,1,0,0,12,4,0,6,1,4,,,0,la_liga,2021-2022
94,Ander Capa,es ESP,"DF,MF",Athletic Club,29,1992,0.0,0,0,0,0,0,0,0,0,0,,,0,la_liga,2021-2022
95,Étienne Capoue,fr FRA,MF,Villarreal,33,1988,25.4,9,0,0,44,44,0,5,33,25,,,0,la_liga,2021-2022
96,Isaac Carcelen,es ESP,"DF,MF",Cádiz,28,1993,17.2,2,0,0,23,25,1,49,32,31,,,0,la_liga,2021-2022
97,Dani Cárdenas,es ESP,GK,Levante,24,1997,24.0,3,0,0,0,3,0,0,1,0,,,0,la_liga,2021-2022
98,Carlo,es ESP,MF,Villarreal,20,2001,0.1,0,0,0,0,0,0,0,0,0,,,0,la_liga,2021-2022
99,Diego Carlos,br BRA,DF,Sevilla,28,1993,32.9,4,1,1,33,19,1,3,21,24,,,0,la_liga,2021-2022
100,Carmona,es ESP,DF,Sevilla,19,2002,0.3,0,0,0,0,1,0,0,1,0,,,0,la_liga,2021-2022
101,Yannick Carrasco,be BEL,"MF,FW",Atlético Madrid,27,1993,28.7,5,0,0,30,39,13,133,18,20,,,0,la_liga,2021-2022
102,Guido Carrillo,ar ARG,FW,Elche,30,1991,13.0,3,0,0,33,25,6,2,1,4,,,0,la_liga,2021-2022
103,Dani Carvajal,es ESP,DF,Real Madrid,29,1992,17.2,1,0,0,19,11,0,40,20,27,,,0,la_liga,2021-2022
104,William Carvalho,pt POR,MF,Real Betis,29,1992,20.1,6,0,0,31,28,0,4,15,32,,,0,la_liga,2021-2022
105,Casemiro,br BRA,MF,Real Madrid,29,1992,28.5,11,0,0,54,38,4,16,41,50,,,0,la_liga,2021-2022
106,Kiko Casilla,es ESP,GK,Elche,34,1986,14.0,3,0,0,0,1,0,0,1,0,,,0,la_liga,2021-2022
107,Catena,es ESP,DF,Rayo Vallecano,26,1994,36.0,8,0,0,26,14,3,2,30,24,,,0,la_liga,2021-2022
108,Dani Ceballos,es ESP,MF,Real Madrid,24,1996,3.1,1,0,0,3,7,0,2,5,5,,,0,la_liga,2021-2022
109,Franco Cervi,ar ARG,MF,Celta Vigo,27,1994,20.0,5,0,0,22,40,2,79,20,43,,,0,la_liga,2021-2022
110,Chapela,es ESP,MF,Cádiz,22,1999,4.4,0,0,0,4,9,1,12,4,2,,,0,la_liga,2021-2022
111,Chema,es ESP,MF,Getafe,29,1992,0.5,1,1,0,2,0,0,0,0,0,,,0,la_liga,2021-2022
112,Denis Cheryshev,ru RUS,MF,Valencia,30,1990,6.3,1,0,0,15,7,4,27,8,5,,,0,la_liga,2021-2022
113,Samuel Chukwueze,ng NGA,MF,Villarreal,22,1999,14.8,4,0,0,11,16,12,17,5,10,,,0,la_liga,2021-2022
114,Víctor Chust,es ESP,DF,Cádiz,21,2000,20.3,2,0,0,14,8,0,2,16,11,,,0,la_liga,2021-2022
115,Jasper Cillessen,nl NED,GK,Valencia,32,1989,16.2,1,0,0,0,1,0,0,0,0,,,0,la_liga,2021-2022
116,Pathé Ciss,sn SEN,MF,Rayo Vallecano,27,1994,12.2,5,0,0,19,9,1,0,30,16,,,1,la_liga,2021-2022
117,Carlos Clerc,es ESP,"DF,MF",Levante,29,1992,16.8,6,0,0,23,18,0,48,23,18,,,0,la_liga,2021-2022
118,Coke,es ESP,DF,Levante,34,1987,1.3,1,0,0,4,1,0,0,2,2,,,0,la_liga,2021-2022
119,Álex Collado,es ESP,"MF,FW",Granada,22,1999,11.3,1,0,0,15,16,0,42,5,13,,,0,la_liga,2021-2022
120,Eray Cömert,ch SUI,DF,Valencia,23,1998,4.5,2,0,0,3,0,0,0,2,3,,,0,la_liga,2021-2022
121,Santi Comesaña,es ESP,MF,Rayo Vallecano,24,1996,29.8,12,1,1,60,56,1,11,31,59,,,0,la_liga,2021-2022
122,Diego Conde,es ESP,GK,Getafe,22,1998,0.1,0,0,0,0,0,0,0,0,0,,,0,la_liga,2021-2022
123,Francis Coquelin,fr FRA,MF,Villarreal,30,1991,9.2,3,0,0,22,13,0,1,21,16,,,0,la_liga,2021-2022
124,Jesús Corona,mx MEX,"FW,MF",Sevilla,28,1993,12.9,2,0,0,11,27,7,53,9,7,,,0,la_liga,2021-2022
125,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,26,1995,20.6,3,1,0,24,27,10,35,11,8,,,0,la_liga,2021-2022
126,Thierry Correia,pt POR,"DF,MF",Valencia,22,1999,15.7,5,0,0,32,29,0,50,18,24,,,0,la_liga,2021-2022
127,Hélder Costa,ao ANG,MF,Valencia,27,1994,12.4,3,0,0,28,14,1,46,3,16,,,0,la_liga,2021-2022
128,Jaume Costa,es ESP,DF,Mallorca,33,1988,20.3,5,1,0,21,26,2,74,23,28,,,0,la_liga,2021-2022
129,Thibaut Courtois,be BEL,GK,Real Madrid,29,1992,36.0,1,0,0,1,1,0,0,0,1,,,0,la_liga,2021-2022
130,Philippe Coutinho,br BRA,"FW,MF",Barcelona,29,1992,5.6,1,0,0,7,13,2,19,4,3,,,0,la_liga,2021-2022
131,Cristo,es ESP,DF,Real Sociedad,21,2000,0.2,0,0,0,1,0,0,2,0,0,,,0,la_liga,2021-2022
132,Juan Cruz Armada,es ESP,DF,Osasuna,29,1992,21.5,4,0,0,19,5,0,8,17,22,,,0,la_liga,2021-2022
133,Marc Cucurella,es ESP,"DF,MF",Getafe,23,1998,0.3,0,0,0,0,1,0,2,0,1,,,0,la_liga,2021-2022
134,Jorge Cuenca,es ESP,DF,Getafe,21,1999,29.8,6,2,0,33,14,0,6,47,32,,,0,la_liga,2021-2022
135,Matheus Cunha,br BRA,FW,Atlético Madrid,22,1999,11.8,3,0,0,22,26,1,7,5,12,,,0,la_liga,2021-2022
136,Arnaut Danjuma,nl NED,FW,Villarreal,24,1997,16.4,1,0,0,3,18,17,29,2,6,,,0,la_liga,2021-2022
137,Sergi Darder,es ESP,MF,Espanyol,27,1993,34.7,4,0,0,28,38,0,69,24,25,,,0,la_liga,2021-2022
138,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,27,1994,23.9,7,0,0,44,59,1,93,23,30,,,0,la_liga,2021-2022
139,Thomas Delaney,dk DEN,MF,Sevilla,29,1991,17.2,4,1,1,26,20,1,14,14,25,,,0,la_liga,2021-2022
140,Ousmane Dembélé,fr FRA,"FW,MF",Barcelona,24,1997,15.7,3,0,0,11,17,4,146,5,16,,,0,la_liga,2021-2022
141,Yusuf Demir,at AUT,FW,Barcelona,18,2003,2.1,0,0,0,0,4,0,2,2,1,,,0,la_liga,2021-2022
142,Sergiño Dest,us USA,"DF,FW",Barcelona,20,2000,16.8,2,0,0,17,19,1,59,2,15,,,0,la_liga,2021-2022
143,Boulaye Dia,sn SEN,FW,Villarreal,24,1996,14.1,3,0,0,23,13,7,1,4,5,,,0,la_liga,2021-2022
144,Mouctar Diakhaby,gn GUI,DF,Valencia,24,1996,21.6,11,0,0,26,15,1,5,33,25,,,2,la_liga,2021-2022
145,Javier Díaz,es ESP,GK,Sevilla,24,1997,1.0,0,0,0,0,0,0,0,0,0,,,0,la_liga,2021-2022
146,Víctor Díaz,es ESP,DF,Granada,33,1988,16.7,5,0,0,15,4,0,12,17,14,,,0,la_liga,2021-2022
147,Landry Dimata,be BEL,FW,Espanyol,23,1997,6.0,0,0,0,13,20,3,0,2,2,,,0,la_liga,2021-2022
148,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,27,1993,30.8,0,0,0,0,6,0,0,1,0,,,0,la_liga,2021-2022
149,Matías Dituro,ar ARG,GK,Celta Vigo,34,1987,38.0,1,0,0,1,2,0,0,0,0,,,0,la_liga,2021-2022
150,Djené,tg TOG,DF,Getafe,29,1991,34.6,11,1,0,47,36,1,21,60,26,,,0,la_liga,2021-2022
151,Naïs Djouahra,fr FRA,MF,Real Sociedad,21,1999,2.4,0,0,0,3,2,1,15,2,3,,,0,la_liga,2021-2022
152,Marko Dmitrović,rs SRB,GK,Sevilla,29,1992,6.0,0,0,0,0,0,0,0,0,0,,,0,la_liga,2021-2022
153,Jaume Doménech,es ESP,GK,Valencia,30,1990,3.8,1,0,0,0,0,0,0,0,0,,,0,la_liga,2021-2022
154,Carlos Dominguez,es ESP,DF,Celta Vigo,20,2001,3.8,1,0,0,3,4,0,0,5,2,,,0,la_liga,2021-2022
155,Mario Dominguez,es ESP,MF,Valencia,17,2004,0.3,0,0,0,1,0,0,0,0,0,,,0,la_liga,2021-2022
156,John Donald,es ESP,DF,Elche,20,2000,2.0,0,0,0,2,0,0,0,3,5,,,0,la_liga,2021-2022
157,Domingos Duarte,pt POR,DF,Granada,26,1995,18.7,7,1,0,24,15,0,2,22,14,,,0,la_liga,2021-2022
158,Óscar Duarte,cr CRC,DF,Levante,32,1989,19.7,5,0,0,26,4,2,0,21,9,,,0,la_liga,2021-2022
159,Rubén Duarte,es ESP,DF,Alavés,25,1995,29.1,12,1,1,44,40,2,116,57,48,,,0,la_liga,2021-2022
160,Unai Dufur,es ESP,DF,Osasuna,22,1999,1.0,0,0,0,1,0,0,0,4,0,,,0,la_liga,2021-2022
161,Hugo Duro,es ESP,FW,Getafe,21,1999,0.1,0,0,0,1,1,0,0,0,0,,,0,la_liga,2021-2022
162,Hugo Duro,es ESP,"MF,FW",Valencia,21,1999,20.4,3,1,1,29,44,7,12,4,21,,,0,la_liga,2021-2022
163,Aritz Elustondo,es ESP,DF,Real Sociedad,27,1994,23.4,3,1,0,18,22,2,5,32,14,,,0,la_liga,2021-2022
164,Adri Embarba,es ESP,"MF,FW",Espanyol,29,1992,22.1,4,0,0,30,43,6,191,20,29,,,0,la_liga,2021-2022
165,Emerson,br BRA,DF,Barcelona,22,1999,1.0,0,0,0,3,3,0,2,2,2,,,0,la_liga,2021-2022
166,Youssef En-Nesyri,ma MAR,FW,Sevilla,24,1997,14.2,1,0,0,11,10,18,5,3,5,,,0,la_liga,2021-2022
167,Gonzalo Escalante,ar ARG,MF,Alavés,28,1993,14.4,8,1,1,25,23,3,3,18,15,,,0,la_liga,2021-2022
168,Aarón Escandell,es ESP,GK,Granada,25,1995,3.2,1,1,0,0,1,0,0,0,0,,,0,la_liga,2021-2022
169,Sergio Escudero,es ESP,DF,Granada,31,1989,15.9,6,0,0,14,20,5,31,26,26,,,0,la_liga,2021-2022
170,Alfonso Espino,uy URU,DF,Cádiz,29,1992,37.0,6,0,0,50,43,6,150,59,69,,,0,la_liga,2021-2022
171,Estanis,es ESP,FW,Barcelona,17,2003,0.1,0,0,0,1,0,0,0,0,1,,,0,la_liga,2021-2022
172,Pervis Estupiñán,ec ECU,DF,Villarreal,23,1998,17.5,3,0,0,24,11,11,71,27,23,,,0,la_liga,2021-2022
173,Abde Ezzalzouli,ma MAR,FW,Barcelona,19,2001,6.4,4,0,0,17,15,2,15,9,9,,,0,la_liga,2021-2022
174,Radamel Falcao,co COL,FW,Rayo Vallecano,35,1986,9.3,1,0,0,17,18,15,4,2,1,,,0,la_liga,2021-2022
175,Fali,es ESP,"DF,MF",Cádiz,27,1993,20.0,6,0,0,19,11,0,11,24,19,,,0,la_liga,2021-2022
176,Omar Faraj,ps PLE,FW,Levante,19,2002,0.0,0,0,0,1,0,0,0,0,0,,,0,la_liga,2021-2022
177,Ansu Fati,es ESP,FW,Barcelona,18,2002,3.7,0,0,0,9,12,3,3,0,2,,,0,la_liga,2021-2022
178,Aleix Febas,es ESP,MF,Mallorca,25,1996,1.3,1,0,0,2,5,0,0,0,1,,,0,la_liga,2021-2022
179,Nabil Fekir,fr FRA,MF,Real Betis,28,1993,31.0,7,1,0,65,92,9,174,7,30,,,0,la_liga,2021-2022
180,Felipe,br BRA,DF,Atlético Madrid,32,1989,16.7,5,1,0,22,14,2,0,28,15,,,0,la_liga,2021-2022
181,João Félix,pt POR,FW,Atlético Madrid,21,1999,14.0,3,1,1,15,57,9,18,7,2,,,0,la_liga,2021-2022
182,Aitor Fernández,es ESP,GK,Levante,30,1991,13.0,1,1,0,1,2,0,0,0,1,,,0,la_liga,2021-2022
183,Álex Fernández,es ESP,MF,Cádiz,28,1992,22.8,2,0,0,15,23,2,68,29,31,,,0,la_liga,2021-2022
184,Fernando,br BRA,"MF,DF",Sevilla,34,1987,20.6,6,0,0,16,11,1,1,31,17,,,0,la_liga,2021-2022
185,Fidel,es ESP,MF,Elche,31,1989,25.1,9,0,0,27,28,7,118,7,23,,,0,la_liga,2021-2022
186,José Fontán,es ESP,DF,Celta Vigo,21,2000,3.1,3,0,0,10,0,0,5,9,3,,,0,la_liga,2021-2022
187,Dimitri Foulquier,fr FRA,DF,Granada,28,1993,2.0,0,0,0,1,3,0,7,1,0,,,0,la_liga,2021-2022
188,Dimitri Foulquier,fr FRA,"DF,MF",Valencia,28,1993,26.0,11,0,0,39,40,1,63,30,16,,,0,la_liga,2021-2022
189,Juan Foyth,ar ARG,DF,Villarreal,23,1998,21.4,6,1,1,39,22,0,8,22,50,,,0,la_liga,2021-2022
190,Enric Franquesa,es ESP,"DF,MF",Levante,24,1997,6.9,1,0,0,7,6,1,10,6,3,,,0,la_liga,2021-2022
191,Jorge de Frutos,es ESP,"MF,FW",Levante,24,1997,19.6,4,0,0,39,22,13,73,13,15,,,0,la_liga,2021-2022
192,Javi Galán,es ESP,DF,Celta Vigo,26,1994,36.6,8,0,0,54,75,11,174,46,68,,,0,la_liga,2021-2022
193,Iñigo Ruiz de Galarreta,es ESP,MF,Mallorca,27,1993,15.3,4,0,0,25,33,0,15,23,22,,,0,la_liga,2021-2022
194,Thiago Galhardo,br BRA,FW,Celta Vigo,32,1989,12.8,5,0,0,21,13,16,9,6,6,,,0,la_liga,2021-2022
195,Álvaro García,es ESP,MF,Rayo Vallecano,28,1992,33.3,6,0,0,24,25,12,192,41,24,,,0,la_liga,2021-2022
196,Dani García,es ESP,MF,Athletic Club,31,1990,24.2,9,0,0,44,22,1,4,25,21,,,0,la_liga,2021-2022
197,David García,es ESP,DF,Osasuna,27,1994,34.5,8,0,0,53,21,0,0,54,14,,,0,la_liga,2021-2022
198,Eric García,es ESP,DF,Barcelona,20,2001,22.7,5,1,0,35,5,2,2,41,17,,,0,la_liga,2021-2022
199,Fran Garcia,es ESP,DF,Rayo Vallecano,21,1999,33.6,4,0,0,24,15,2,127,47,39,,,0,la_liga,2021-2022
200,Joan García,es ESP,GK,Espanyol,20,2001,1.2,0,0,0,0,0,0,0,1,0,,,0,la_liga,2021-2022
201,Manu García,es ESP,MF,Alavés,23,1998,12.0,3,0,0,24,33,0,43,12,9,,,0,la_liga,2021-2022
202,Raúl García,es ESP,FW,Athletic Club,35,1986,20.0,3,0,0,49,32,11,21,9,14,,,0,la_liga,2021-2022
203,Rubén García,es ESP,"MF,FW",Osasuna,28,1993,26.4,1,0,0,35,28,8,199,24,27,,,0,la_liga,2021-2022
