Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts,Starts_Mn/Start,Starts_Compl,Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,league,season
48,Jeanuël Belocian,fr FRA,DF,Leverkusen,19,2005,5,68.0,14.0,2.2,0.8,1,45.0,0,4,6.0,5,2.6,2.0,4.0,-2.0,-2.65,-3.58,bundesliga,2024-2025
49,László Bénes,sk SVK,"MF,FW",Union Berlin,26,1997,23,589.0,26.0,19.2,6.5,3,72.0,1,20,19.0,7,1.13,5.0,9.0,-4.0,-0.61,-0.17,bundesliga,2024-2025
50,Ramy Bensebaini,dz ALG,DF,Dortmund,29,1995,31,2022.0,65.0,66.1,22.5,23,80.0,14,8,22.0,0,1.84,50.0,29.0,21.0,0.93,1.02,bundesliga,2024-2025
51,Mergim Berisha,de GER,FW,Hoffenheim,26,1998,11,333.0,30.0,10.9,3.7,3,48.0,0,8,24.0,2,0.73,8.0,11.0,-3.0,-0.81,-0.18,bundesliga,2024-2025
52,Mergim Berisha,de GER,FW,Augsburg,26,1998,2,40.0,20.0,1.3,0.4,0,,0,2,20.0,1,0.5,0.0,1.0,-1.0,-2.25,-1.8,bundesliga,2024-2025
53,Bernardo,br BRA,DF,Bochum,29,1995,21,1782.0,85.0,58.2,19.8,19,90.0,19,2,36.0,0,1.1,20.0,26.0,-6.0,-0.3,1.67,bundesliga,2024-2025
54,Alexander Bernhardsson,se SWE,"FW,MF",Holstein Kiel,25,1998,19,1263.0,66.0,41.3,14.0,15,75.0,4,4,34.0,1,0.79,21.0,30.0,-9.0,-0.64,0.46,bundesliga,2024-2025
55,Matúš Bero,sk SVK,MF,Bochum,28,1995,30,2565.0,86.0,83.8,28.5,29,87.0,22,1,45.0,0,0.83,29.0,47.0,-18.0,-0.63,2.28,bundesliga,2024-2025
56,Jan-Niklas Beste,de GER,"DF,MF",Freiburg,25,1999,12,212.0,18.0,6.9,2.4,0,,0,12,18.0,1,1.83,5.0,2.0,3.0,1.27,1.49,bundesliga,2024-2025
57,Bartosz Białek,pl POL,FW,Wolfsburg,22,2001,0,,,,,0,,0,0,,1,,,,,,,bundesliga,2024-2025
58,El Bilal Touré,ml MLI,FW,Stuttgart,22,2001,12,356.0,30.0,11.6,4.0,3,67.0,0,9,17.0,1,1.42,9.0,7.0,2.0,0.51,0.21,bundesliga,2024-2025
59,Tom Bischof,de GER,MF,Hoffenheim,19,2005,31,2559.0,83.0,83.6,28.4,30,85.0,19,1,15.0,0,0.94,35.0,52.0,-17.0,-0.6,0.3,bundesliga,2024-2025
60,Leonardo Bittencourt,de GER,MF,Werder Bremen,30,1993,27,982.0,36.0,32.1,10.9,10,70.0,2,17,17.0,4,1.41,18.0,26.0,-8.0,-0.73,-0.95,bundesliga,2024-2025
61,Myron Boadu,nl NED,FW,Bochum,23,2001,19,1042.0,55.0,34.1,11.6,11,70.0,2,8,34.0,3,0.42,16.0,26.0,-10.0,-0.86,0.21,bundesliga,2024-2025
62,Sacha Boey,fr FRA,DF,Bayern Munich,23,2000,13,593.0,46.0,19.4,6.6,6,69.0,1,7,26.0,9,2.08,20.0,9.0,11.0,1.67,-0.37,bundesliga,2024-2025
63,Victor Boniface,ng NGA,FW,Leverkusen,23,2000,19,1008.0,53.0,32.9,11.2,12,75.0,0,7,16.0,5,2.0,23.0,11.0,12.0,1.07,0.33,bundesliga,2024-2025
64,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,25,1999,15,788.0,53.0,25.8,8.8,8,90.0,8,7,10.0,4,1.47,18.0,19.0,-1.0,-0.11,-0.23,bundesliga,2024-2025
65,Carlo Boukhalfa,ma MAR,MF,St Pauli,25,1999,25,1646.0,66.0,53.8,18.3,19,81.0,5,6,19.0,7,1.08,15.0,20.0,-5.0,-0.27,0.24,bundesliga,2024-2025
66,Julian Brandt,de GER,MF,Dortmund,28,1996,30,2303.0,77.0,75.3,25.6,28,82.0,10,2,10.0,0,1.7,49.0,40.0,9.0,0.35,-0.96,bundesliga,2024-2025
67,Fabian Bredlow,de GER,GK,Stuttgart,29,1995,0,,,,,0,,0,0,,34,,,,,,,bundesliga,2024-2025
68,Tim Breithaupt,de GER,MF,Augsburg,22,2002,2,120.0,60.0,3.9,1.3,2,60.0,0,0,,13,0.5,2.0,4.0,-2.0,-1.5,-1.07,bundesliga,2024-2025
69,Maximilian Breunig,de GER,FW,Heidenheim,23,2000,13,350.0,27.0,11.4,3.9,2,70.0,0,11,19.0,6,0.77,5.0,9.0,-4.0,-1.03,-0.26,bundesliga,2024-2025
70,Bennit Bröger,de GER,MF,Wolfsburg,18,2006,0,,,,,0,,0,0,,4,,,,,,,bundesliga,2024-2025
71,Moritz Broschinski,de GER,"FW,MF",Bochum,23,2000,33,1390.0,42.0,45.4,15.4,15,70.0,0,18,19.0,1,0.76,11.0,37.0,-26.0,-1.68,-1.25,bundesliga,2024-2025
72,Nathaniel Brown,de GER,"MF,DF",Eintracht Frankfurt,21,2003,26,1947.0,75.0,63.6,21.6,22,84.0,12,4,26.0,2,1.77,45.0,27.0,18.0,0.83,0.51,bundesliga,2024-2025
73,Jacob Bruun Larsen,dk DEN,"MF,FW",Hoffenheim,25,1998,12,400.0,33.0,13.1,4.4,3,79.0,0,9,18.0,3,0.92,7.0,10.0,-3.0,-0.68,-0.03,bundesliga,2024-2025
74,Jacob Bruun Larsen,dk DEN,MF,Stuttgart,25,1998,15,414.0,28.0,13.5,4.6,3,70.0,0,12,17.0,2,1.4,8.0,7.0,1.0,0.22,-0.12,bundesliga,2024-2025
75,Emi Buendía,ar ARG,MF,Leverkusen,27,1996,11,257.0,23.0,8.4,2.9,3,55.0,0,8,12.0,4,2.0,4.0,4.0,0.0,0.0,-0.93,bundesliga,2024-2025
76,Marius Bülter,de GER,"MF,FW",Hoffenheim,31,1993,25,1729.0,69.0,56.5,19.2,22,74.0,7,3,31.0,0,0.92,34.0,40.0,-6.0,-0.31,0.77,bundesliga,2024-2025
77,Jan Bürger,de GER,DF,Wolfsburg,17,2007,0,,,,,0,,0,0,,1,,,,,,,bundesliga,2024-2025
78,Jonathan Burkardt,de GER,FW,Mainz 05,24,2000,29,2109.0,73.0,68.9,23.4,28,74.0,9,1,24.0,0,1.59,42.0,32.0,10.0,0.43,0.24,bundesliga,2024-2025
79,Oliver Burke,sct SCO,FW,Werder Bremen,27,1997,25,908.0,36.0,29.7,10.1,9,78.0,3,16,13.0,4,1.48,16.0,13.0,3.0,0.3,0.55,bundesliga,2024-2025
80,Marnon Busch,de GER,"DF,MF",Heidenheim,29,1994,23,1396.0,61.0,45.6,15.5,15,80.0,8,8,24.0,8,1.09,13.0,26.0,-13.0,-0.84,-0.08,bundesliga,2024-2025
81,Jakob Busk,dk DEN,GK,Hoffenheim,30,1993,0,,,,,0,,0,0,,4,,,,,,,bundesliga,2024-2025
82,Anthony Caci,fr FRA,MF,Mainz 05,27,1997,33,2684.0,81.0,87.7,29.8,33,81.0,11,0,,0,1.55,54.0,38.0,16.0,0.54,1.49,bundesliga,2024-2025
83,Cole Campbell,us USA,FW,Dortmund,18,2006,4,22.0,6.0,0.7,0.2,0,,0,4,6.0,8,0.75,0.0,0.0,0.0,0.0,-0.59,bundesliga,2024-2025
84,Emre Can,de GER,"DF,MF",Dortmund,30,1994,31,2105.0,68.0,68.8,23.4,23,85.0,19,8,18.0,0,1.71,43.0,33.0,10.0,0.43,-0.51,bundesliga,2024-2025
85,Tiago Cardoso,lu LUX,GK,Gladbach,18,2006,5,380.0,76.0,12.4,4.2,4,90.0,4,1,20.0,6,2.0,7.0,3.0,4.0,0.95,1.15,bundesliga,2024-2025
86,Abdoulie Ceesay,gm GAM,FW,St Pauli,20,2004,7,60.0,9.0,2.0,0.7,0,,0,7,9.0,7,0.43,2.0,1.0,1.0,1.5,1.92,bundesliga,2024-2025
87,Julian Chabot,de GER,DF,Stuttgart,26,1998,31,2269.0,73.0,74.2,25.2,27,82.0,18,4,12.0,0,1.55,47.0,38.0,9.0,0.36,0.13,bundesliga,2024-2025
88,El Chadaille Bitshiabu,fr FRA,DF,RB Leipzig,19,2005,21,1130.0,54.0,36.9,12.6,13,80.0,8,8,12.0,7,1.38,14.0,14.0,0.0,0.0,-0.23,bundesliga,2024-2025
89,Fares Chaïbi,dz ALG,MF,Eintracht Frankfurt,21,2002,26,1013.0,39.0,33.1,11.3,10,71.0,1,16,19.0,4,1.77,22.0,21.0,1.0,0.09,-0.83,bundesliga,2024-2025
90,Timothy Chandler,us USA,"DF,MF",Eintracht Frankfurt,34,1990,3,24.0,8.0,0.8,0.3,0,,0,3,8.0,7,2.33,0.0,1.0,-1.0,-3.75,-4.43,bundesliga,2024-2025
91,Anrie Chase,jp JPN,DF,Stuttgart,20,2004,12,734.0,61.0,24.0,8.2,7,90.0,7,5,21.0,3,1.58,16.0,12.0,4.0,0.49,0.22,bundesliga,2024-2025
92,Arthur Chaves,br BRA,DF,Hoffenheim,23,2001,26,2185.0,84.0,71.4,24.3,24,88.0,20,2,42.0,2,1.12,34.0,46.0,-12.0,-0.49,0.53,bundesliga,2024-2025
93,Fabio Chiarodia,it ITA,DF,Gladbach,19,2005,16,379.0,24.0,12.4,4.2,3,79.0,1,13,11.0,17,1.56,6.0,10.0,-4.0,-0.95,-1.02,bundesliga,2024-2025
94,Carney Chukwuemeka,eng ENG,MF,Dortmund,20,2003,10,253.0,25.0,8.3,2.8,1,69.0,0,9,20.0,1,2.5,13.0,2.0,11.0,3.91,3.62,bundesliga,2024-2025
95,Alexis Claude-Maurice,fr FRA,"MF,FW",Augsburg,26,1998,28,2109.0,75.0,68.9,23.4,25,80.0,7,3,37.0,3,1.36,23.0,22.0,1.0,0.04,1.65,bundesliga,2024-2025
96,Nnamdi Collins,de GER,"DF,MF",Eintracht Frankfurt,20,2004,24,1489.0,62.0,48.7,16.5,15,84.0,11,9,26.0,7,1.96,36.0,18.0,18.0,1.09,0.86,bundesliga,2024-2025
97,Kingsley Coman,fr FRA,MF,Bayern Munich,28,1996,28,1282.0,46.0,41.9,14.2,14,69.0,2,14,23.0,0,2.57,49.0,5.0,44.0,3.09,1.92,bundesliga,2024-2025
98,Sirlord Conteh,de GER,"MF,FW",Heidenheim,28,1996,29,892.0,31.0,29.2,9.9,4,58.0,0,25,26.0,4,0.69,14.0,27.0,-13.0,-1.31,-0.73,bundesliga,2024-2025
99,Danny da Costa,de GER,DF,Mainz 05,31,1993,25,2006.0,80.0,65.6,22.3,25,80.0,19,0,,7,1.56,35.0,26.0,9.0,0.4,0.15,bundesliga,2024-2025
100,Abdoul Coulibaly,de GER,DF,Werder Bremen,17,2007,0,,,,,0,,0,0,,1,,,,,,,bundesliga,2024-2025
101,Yan Couto,br BRA,"DF,MF",Dortmund,22,2002,21,895.0,43.0,29.2,9.9,8,78.0,3,13,21.0,8,1.67,21.0,19.0,2.0,0.2,-0.55,bundesliga,2024-2025
102,Patrice Čović,hr CRO,MF,Werder Bremen,17,2007,0,,,,,0,,0,0,,6,,,,,,,bundesliga,2024-2025
103,Nicolas Cozza,fr FRA,DF,Wolfsburg,25,1999,0,,,,,0,,0,0,,1,,,,,,,bundesliga,2024-2025
104,Tomáš Čvančara,cz CZE,"MF,FW",Gladbach,23,2000,28,831.0,30.0,27.2,9.2,7,76.0,2,21,14.0,5,1.25,12.0,21.0,-9.0,-0.97,-1.26,bundesliga,2024-2025
105,Finn Dahmen,de GER,GK,Augsburg,26,1998,19,1710.0,90.0,55.9,19.0,19,90.0,19,0,,10,1.42,18.0,19.0,-1.0,-0.05,0.95,bundesliga,2024-2025
106,Thomas Dähne,de GER,GK,Holstein Kiel,30,1994,9,810.0,90.0,26.5,9.0,9,90.0,9,0,,25,0.89,12.0,19.0,-7.0,-0.78,0.18,bundesliga,2024-2025
107,Mahmoud Dahoud,de GER,MF,Eintracht Frankfurt,28,1996,9,364.0,40.0,11.9,4.0,3,71.0,1,6,25.0,16,1.89,14.0,9.0,5.0,1.24,0.67,bundesliga,2024-2025
108,Ameen Al-Dakhil,be BEL,DF,Stuttgart,22,2002,7,432.0,62.0,14.1,4.8,6,70.0,1,1,11.0,7,1.0,10.0,6.0,4.0,0.83,0.59,bundesliga,2024-2025
109,Bence Dárdai,hu HUN,MF,Wolfsburg,18,2006,21,1304.0,62.0,42.6,14.5,16,75.0,3,5,20.0,13,1.52,22.0,24.0,-2.0,-0.14,-0.34,bundesliga,2024-2025
110,Lukas Daschner,de GER,"FW,MF",Bochum,25,1998,14,412.0,29.0,13.5,4.6,3,61.0,0,11,21.0,4,0.43,5.0,11.0,-6.0,-1.31,-0.36,bundesliga,2024-2025
111,Alphonso Davies,ca CAN,DF,Bayern Munich,23,2000,19,1560.0,82.0,51.0,17.3,17,89.0,13,2,28.0,2,2.58,52.0,15.0,37.0,2.13,0.33,bundesliga,2024-2025
112,David Deger,de GER,MF,Augsburg,24,2000,0,,,,,0,,0,0,,1,,,,,,,bundesliga,2024-2025
113,Olivier Deman,be BEL,"DF,FW",Werder Bremen,24,2000,9,67.0,7.0,2.2,0.7,0,,0,9,7.0,6,2.0,1.0,0.0,1.0,1.34,1.46,bundesliga,2024-2025
114,Ermedin Demirović,ba BIH,FW,Stuttgart,26,1998,34,1855.0,55.0,60.6,20.6,20,79.0,6,14,20.0,0,1.47,40.0,32.0,8.0,0.39,0.16,bundesliga,2024-2025
115,Justin Diehl,de GER,MF,Stuttgart,19,2004,6,104.0,17.0,3.4,1.2,0,,0,6,17.0,3,1.17,5.0,3.0,2.0,1.73,1.46,bundesliga,2024-2025
116,Eric Dier,eng ENG,DF,Bayern Munich,30,1994,21,1463.0,70.0,47.8,16.3,16,88.0,14,5,11.0,13,2.33,43.0,17.0,26.0,1.6,-0.71,bundesliga,2024-2025
117,Junior Dina Ebimbe,cm CMR,MF,Eintracht Frankfurt,23,2000,7,293.0,42.0,9.6,3.3,3,61.0,0,4,28.0,2,1.57,7.0,5.0,2.0,0.61,-0.04,bundesliga,2024-2025
118,Eren Dinkçi,de GER,MF,Freiburg,22,2001,23,1196.0,52.0,39.1,13.3,13,72.0,3,10,26.0,2,1.52,19.0,18.0,1.0,0.08,0.32,bundesliga,2024-2025
119,Ritsu Doan,jp JPN,MF,Freiburg,26,1998,34,2862.0,84.0,93.5,31.8,33,86.0,18,1,33.0,0,1.62,48.0,47.0,1.0,0.03,2.3,bundesliga,2024-2025
120,Danilho Doekhi,nl NED,DF,Union Berlin,26,1998,34,3060.0,90.0,100.0,34.0,34,90.0,34,0,,0,1.18,36.0,50.0,-14.0,-0.41,,bundesliga,2024-2025
121,Niklas Dorsch,de GER,MF,Augsburg,26,1998,1,32.0,32.0,1.0,0.4,0,,0,1,32.0,0,1.0,0.0,0.0,0.0,0.0,0.48,bundesliga,2024-2025
122,Niklas Dorsch,de GER,MF,Heidenheim,26,1998,22,1335.0,61.0,43.6,14.8,19,67.0,1,3,21.0,1,0.95,15.0,25.0,-10.0,-0.67,0.21,bundesliga,2024-2025
123,Patrick Drewes,de GER,GK,Bochum,31,1993,21,1890.0,90.0,61.8,21.0,21,90.0,21,0,,12,0.62,19.0,46.0,-27.0,-1.29,-0.75,bundesliga,2024-2025
124,Tim Drexler,de GER,DF,Hoffenheim,19,2005,8,357.0,45.0,11.7,4.0,5,54.0,1,3,29.0,3,1.0,5.0,12.0,-7.0,-1.76,-1.27,bundesliga,2024-2025
125,Stefan Drljača,de GER,GK,Stuttgart,25,1999,0,,,,,0,,0,0,,1,,,,,,,bundesliga,2024-2025
126,Marvin Ducksch,de GER,FW,Werder Bremen,30,1994,32,2418.0,76.0,79.0,26.9,30,79.0,9,2,20.0,0,1.5,41.0,41.0,0.0,0.0,0.42,bundesliga,2024-2025
127,Julien Duranville,be BEL,MF,Dortmund,18,2006,12,283.0,24.0,9.2,3.1,2,51.0,0,10,18.0,17,1.42,4.0,6.0,-2.0,-0.64,-1.35,bundesliga,2024-2025
128,Adam Dźwigała,pl POL,DF,St Pauli,28,1995,16,373.0,23.0,12.2,4.1,2,61.0,0,14,18.0,15,0.88,3.0,9.0,-6.0,-1.45,-1.21,bundesliga,2024-2025
129,Johannes Eggestein,de GER,FW,St Pauli,26,1998,27,1853.0,69.0,60.6,20.6,22,82.0,3,5,11.0,5,1.0,16.0,25.0,-9.0,-0.44,-0.14,bundesliga,2024-2025
130,Maximilian Eggestein,de GER,MF,Freiburg,27,1996,33,2845.0,86.0,93.0,31.6,33,86.0,23,0,,1,1.67,46.0,50.0,-4.0,-0.13,-0.13,bundesliga,2024-2025
131,Vitus Eicher,de GER,GK,Heidenheim,33,1990,0,,,,,0,,0,0,,19,,,,,,,bundesliga,2024-2025
132,Hugo Ekitike,fr FRA,FW,Eintracht Frankfurt,22,2002,33,2563.0,78.0,83.8,28.5,31,81.0,9,2,25.0,0,1.73,54.0,36.0,18.0,0.63,-0.09,bundesliga,2024-2025
133,Agon Elezi,mk MKD,MF,Bochum,23,2001,0,,,,,0,,0,0,,2,,,,,,,bundesliga,2024-2025
134,Elif Elmas,mk MKD,"FW,MF",RB Leipzig,24,1999,2,44.0,22.0,1.4,0.5,0,,0,2,22.0,10,1.5,0.0,0.0,0.0,0.0,-0.15,bundesliga,2024-2025
135,Rodney Elongo-Yombo,de GER,"FW,MF",Dortmund,23,2001,0,,,,,0,,0,0,,2,,,,,,,bundesliga,2024-2025
136,Nico Elvedi,ch SUI,DF,Gladbach,27,1996,25,2135.0,85.0,69.8,23.7,25,85.0,22,0,,2,1.28,35.0,38.0,-3.0,-0.13,-0.22,bundesliga,2024-2025
137,Marcel Engelhardt,de GER,GK,Holstein Kiel,31,1993,0,,,,,0,,0,0,,7,,,,,,,bundesliga,2024-2025
138,Arne Engels,be BEL,FW,Augsburg,20,2003,1,79.0,79.0,2.6,0.9,1,79.0,0,0,,0,1.0,2.0,2.0,0.0,0.0,0.48,bundesliga,2024-2025
139,Patrick Erras,de GER,DF,Holstein Kiel,29,1995,10,832.0,83.0,27.2,9.2,10,83.0,8,0,,0,0.4,8.0,22.0,-14.0,-1.51,-0.83,bundesliga,2024-2025
140,Samuel Essende,cd COD,FW,Augsburg,26,1998,30,1636.0,55.0,53.5,18.2,21,67.0,3,9,25.0,1,1.3,16.0,37.0,-21.0,-1.16,-1.47,bundesliga,2024-2025
141,Frank Feller,de GER,GK,Heidenheim,20,2004,2,121.0,61.0,4.0,1.3,1,90.0,1,1,31.0,14,2.0,3.0,0.0,3.0,2.23,3.15,bundesliga,2024-2025
142,Noah Fenyő,hu HUN,MF,Eintracht Frankfurt,18,2006,0,,,,,0,,0,0,,1,,,,,,,bundesliga,2024-2025
143,Kilian Fischer,de GER,DF,Wolfsburg,23,2000,32,2297.0,72.0,75.1,25.5,29,78.0,12,3,15.0,0,1.22,36.0,46.0,-10.0,-0.39,-1.81,bundesliga,2024-2025
144,Jonas Föhrenbach,de GER,"DF,MF",Heidenheim,28,1996,27,1832.0,68.0,59.9,20.4,22,80.0,17,5,13.0,6,0.74,24.0,45.0,-21.0,-1.03,-0.59,bundesliga,2024-2025
145,Marco Friedl,at AUT,DF,Werder Bremen,26,1998,26,2161.0,83.0,70.6,24.0,25,86.0,20,1,9.0,0,1.69,38.0,26.0,12.0,0.5,2.0,bundesliga,2024-2025
146,Marvin Friedrich,de GER,DF,Gladbach,28,1995,22,989.0,45.0,32.3,11.0,9,90.0,9,13,14.0,9,1.73,18.0,15.0,3.0,0.27,0.49,bundesliga,2024-2025
147,Jeremie Frimpong,nl NED,MF,Leverkusen,23,2000,33,2314.0,70.0,75.6,25.7,25,84.0,10,8,28.0,1,2.06,53.0,33.0,20.0,0.78,-0.31,bundesliga,2024-2025
148,Chris Führich,de GER,MF,Stuttgart,26,1998,33,1981.0,60.0,64.7,22.0,23,76.0,5,10,24.0,0,1.52,39.0,29.0,10.0,0.45,0.37,bundesliga,2024-2025
149,Shiō Fukuda,jp JPN,FW,Gladbach,20,2004,6,60.0,10.0,2.0,0.7,0,,0,6,10.0,18,0.0,2.0,4.0,-2.0,-3.0,-3.0,bundesliga,2024-2025
150,Cristian Gamboa,cr CRC,MF,Bochum,34,1989,12,226.0,19.0,7.4,2.5,1,45.0,0,11,16.0,18,0.75,3.0,10.0,-7.0,-2.79,-1.93,bundesliga,2024-2025
151,Aleix García,es ESP,MF,Leverkusen,27,1997,28,1455.0,52.0,47.5,16.2,17,78.0,9,11,12.0,6,2.11,31.0,27.0,4.0,0.25,-1.15,bundesliga,2024-2025
152,Viggo Gebel,de GER,MF,RB Leipzig,16,2007,1,14.0,14.0,0.5,0.2,0,,0,1,14.0,15,0.0,1.0,1.0,0.0,0.0,-0.15,bundesliga,2024-2025
153,Lutsharel Geertruida,nl NED,DF,RB Leipzig,24,2000,24,1557.0,65.0,50.9,17.3,17,82.0,11,7,22.0,7,1.5,26.0,27.0,-1.0,-0.06,-0.42,bundesliga,2024-2025
154,Dennis Geiger,de GER,MF,Hoffenheim,26,1998,20,734.0,37.0,24.0,8.2,7,74.0,2,13,16.0,5,0.75,9.0,23.0,-14.0,-1.72,-1.41,bundesliga,2024-2025
155,Valentin Gendrey,fr FRA,"DF,MF",Hoffenheim,24,2000,22,1414.0,64.0,46.2,15.7,14,82.0,8,8,34.0,2,0.77,19.0,25.0,-6.0,-0.38,0.49,bundesliga,2024-2025
156,Yannick Gerhardt,de GER,"MF,DF",Wolfsburg,30,1994,29,1518.0,52.0,49.6,16.9,15,81.0,11,14,22.0,2,1.41,28.0,27.0,1.0,0.06,0.0,bundesliga,2024-2025
157,Max Geschwill,de GER,DF,Holstein Kiel,23,2001,19,1282.0,67.0,41.9,14.2,13,84.0,8,6,31.0,10,0.74,17.0,33.0,-16.0,-1.12,-0.36,bundesliga,2024-2025
158,Dimitris Giannoulis,gr GRE,MF,Augsburg,28,1995,31,2650.0,85.0,86.6,29.4,31,85.0,25,0,,0,1.23,31.0,46.0,-15.0,-0.51,-0.29,bundesliga,2024-2025
159,Armin Gigovic,ba BIH,MF,Holstein Kiel,22,2002,31,1895.0,61.0,61.9,21.1,23,73.0,3,8,28.0,2,0.81,33.0,44.0,-11.0,-0.52,1.02,bundesliga,2024-2025
160,Benedikt Gimber,de GER,DF,Heidenheim,27,1997,32,2671.0,83.0,87.3,29.7,32,83.0,23,0,,1,0.91,34.0,55.0,-21.0,-0.71,0.68,bundesliga,2024-2025
161,Matthias Ginter,de GER,DF,Freiburg,30,1994,32,2561.0,80.0,83.7,28.5,28,87.0,27,4,28.0,1,1.63,43.0,42.0,1.0,0.04,0.94,bundesliga,2024-2025
162,Jamie Gittens,eng ENG,MF,Dortmund,19,2004,32,1776.0,56.0,58.0,19.7,21,74.0,4,11,20.0,2,1.66,35.0,34.0,1.0,0.05,-1.28,bundesliga,2024-2025
163,Daniel Gleiber,de GER,MF,Mainz 05,19,2005,0,,,,,0,,0,0,,9,,,,,,,bundesliga,2024-2025
164,Serge Gnabry,de GER,"MF,FW",Bayern Munich,29,1995,27,1242.0,46.0,40.6,13.8,13,73.0,4,14,21.0,2,2.44,46.0,15.0,31.0,2.25,0.46,bundesliga,2024-2025
165,Tidiam Gomis,fr FRA,FW,RB Leipzig,17,2006,8,152.0,19.0,5.0,1.7,1,66.0,0,7,12.0,6,1.13,3.0,2.0,1.0,0.59,0.47,bundesliga,2024-2025
166,Leon Goretzka,de GER,MF,Bayern Munich,29,1995,26,1325.0,51.0,43.3,14.7,13,80.0,9,13,22.0,5,2.38,42.0,14.0,28.0,1.9,-0.12,bundesliga,2024-2025
167,Robin Gosens,de GER,MF,Union Berlin,30,1994,1,90.0,90.0,2.9,1.0,1,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,0.48,bundesliga,2024-2025
168,Mario Götze,de GER,MF,Eintracht Frankfurt,32,1992,24,1542.0,64.0,50.4,17.1,18,77.0,4,6,26.0,4,1.83,30.0,20.0,10.0,0.58,-0.13,bundesliga,2024-2025
169,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,33,1991,33,2944.0,89.0,96.2,32.7,33,89.0,32,0,,0,1.3,34.0,46.0,-12.0,-0.37,2.74,bundesliga,2024-2025
170,Kamil Grabara,pl POL,GK,Wolfsburg,25,1999,29,2585.0,89.0,84.5,28.7,29,89.0,28,0,,0,1.17,50.0,49.0,1.0,0.03,-0.15,bundesliga,2024-2025
171,Jens Grahl,de GER,GK,Eintracht Frankfurt,35,1988,0,,,,,0,,0,0,,12,,,,,,,bundesliga,2024-2025
172,Paul Grave,de GER,GK,Bochum,23,2001,0,,,,,0,,0,0,,1,,,,,,,bundesliga,2024-2025
173,Michael Gregoritsch,at AUT,FW,Freiburg,30,1994,20,639.0,32.0,20.9,7.1,5,73.0,1,15,18.0,8,1.25,15.0,13.0,2.0,0.28,0.5,bundesliga,2024-2025
174,Vincenzo Grifo,it ITA,MF,Freiburg,31,1993,34,2432.0,72.0,79.5,27.0,31,76.0,6,3,30.0,0,1.62,43.0,42.0,1.0,0.04,0.75,bundesliga,2024-2025
175,Florian Grillitsch,at AUT,"MF,DF",Hoffenheim,28,1995,8,601.0,75.0,19.6,6.7,8,75.0,4,0,,0,1.13,9.0,11.0,-2.0,-0.3,0.43,bundesliga,2024-2025
176,Álex Grimaldo,es ESP,MF,Leverkusen,28,1995,32,2636.0,82.0,86.1,29.3,31,84.0,20,1,32.0,1,2.09,65.0,34.0,31.0,1.06,1.48,bundesliga,2024-2025
177,Pascal Groß,de GER,"MF,DF",Dortmund,33,1991,30,2327.0,78.0,76.0,25.9,28,81.0,15,2,34.0,0,1.7,54.0,36.0,18.0,0.7,0.45,bundesliga,2024-2025
178,Marco Grüll,at AUT,"FW,MF",Werder Bremen,26,1998,30,1181.0,39.0,38.6,13.1,13,71.0,1,17,15.0,1,1.6,23.0,27.0,-4.0,-0.3,-0.35,bundesliga,2024-2025
179,Raphaël Guerreiro,pt POR,"DF,MF",Bayern Munich,30,1993,23,1572.0,68.0,51.4,17.5,19,78.0,5,4,20.0,9,2.48,48.0,14.0,34.0,1.95,-0.05,bundesliga,2024-2025
180,Morgan Guilavogui,gn GUI,"FW,MF",St Pauli,26,1998,25,1807.0,72.0,59.1,20.1,21,80.0,7,4,31.0,0,1.0,15.0,16.0,-1.0,-0.05,0.81,bundesliga,2024-2025
181,Serhou Guirassy,gn GUI,FW,Dortmund,28,1996,30,2598.0,87.0,84.9,28.9,29,89.0,24,1,30.0,0,1.57,58.0,49.0,9.0,0.31,-1.83,bundesliga,2024-2025
182,Péter Gulácsi,hu HUN,GK,RB Leipzig,34,1990,30,2631.0,88.0,86.0,29.2,30,88.0,28,0,,1,1.57,44.0,39.0,5.0,0.17,0.17,bundesliga,2024-2025
183,Robert Gumny,pl POL,MF,Augsburg,26,1998,7,271.0,39.0,8.9,3.0,2,65.0,0,5,28.0,4,0.71,3.0,7.0,-4.0,-1.33,-0.94,bundesliga,2024-2025
184,Christian Günter,de GER,DF,Freiburg,31,1993,29,2314.0,80.0,75.6,25.7,27,85.0,15,2,16.0,5,1.66,36.0,36.0,0.0,0.0,0.48,bundesliga,2024-2025
185,Janik Haberer,de GER,MF,Union Berlin,30,1994,28,1696.0,61.0,55.4,18.8,21,75.0,5,7,16.0,6,1.39,21.0,24.0,-3.0,-0.16,0.7,bundesliga,2024-2025
186,Robin Hack,de GER,MF,Gladbach,25,1998,33,2172.0,66.0,71.0,24.1,27,76.0,4,6,22.0,1,1.36,43.0,36.0,7.0,0.29,1.2,bundesliga,2024-2025
